Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,researchDevelopment,sellingGeneralAdministrative,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiab,otherLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,class,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
BBTN.JK,1.02E+12,0,1E+13,2.27E+12,6.68E+11,1.49E+13,2.18798E+12,1.6E+12,1.6E+12,1.6E+12,2.8E+12,1.87E+11,44406730922,2.12E+12,6.72E+12,-5.29E+11,1.1E+13,7.38E+11,2.05E+12,3.56E+13,5.3E+12,1.97E+12,4.98E+11,1.4E+11,1.4E+11,77591000000,2.73E+13,4.01E+13,1.4E+11,1.01E+12,2E+13,2.51E+14,1.8E+13,4.74E+12,2.59E+13,3.62425E+11,5.82E+12,1.76E+12,2.17E+13,1.9E+12,3.61E+14,6.44E+13,2.88E+14,3.41E+14,2E+13,3.88E+12,FALSE,2048.082817,1646.287598,-0.196181139,-1,financials,134.148877,1403.57438,10.46281125,0.08,0,0.909090909,0.145454545,0,0.223611111,0.133715278,2.45,0.030470914,0.004432133
BDMN.JK,0,0,1.77E+13,2.07E+12,9.78E+11,6.15E+12,4.68E+11,1.01E+12,1.01E+12,1.09E+12,2.27E+12,1.35E+12,44406730922,1.5E+12,9.01E+12,-2.06E+11,1.77E+13,7.12E+11,7.99E+12,1.73E+13,6E+12,2.95E+12,57133000000,1.07E+12,5.12E+11,8.82E+11,8.29E+12,2.85E+13,4.68E+11,9.55E+11,4.15E+13,1.31E+14,5.5E+12,2.47E+12,7.43E+12,4.43E+11,2.11E+12,2.82E+13,9.08E+12,1.22E+13,2.01E+14,3.8E+13,1.41E+14,1.57E+14,4.31E+13,4.43E+11,FALSE,3155.387653,3024.445068,-0.041498098,0,financials,103.1,2791.322314,27.07393127,0.023433875,0,1,0.057062147,0,0.269503546,0.215992908,0.403016241,0.088059701,0.005024876
BEST.JK,1.15E+11,24174792414,1.27E+11,-1.14E+11,1416320036,1.38E+11,388696655,-1.15E+11,-1.15E+11,-1.15E+11,22157026867,11949474768,44406730922,19917811710,1.05E+11,-1.32E+11,2.42E+11,42995009420,2.31E+11,7.99E+11,9.65E+11,1.4E+11,1.4E+11,1.4E+11,1.4E+11,1.58E+12,1.63E+12,96072298860,388696655,52725632979,4.36E+12,3.3E+12,2.93E+11,26778641792,37573020050,3.62425E+11,1.63E+11,2.97E+12,1.74E+11,1.4E+11,6.28E+12,2.72E+12,2.59E+11,1.93E+12,4.36E+12,1.04595E+12,FALSE,216,180,-0.166666667,-1,properties_realestate,-11.94,149.6322314,-12.53201268,-0.026376147,0.004015079,0.524793388,-0.475206612,0.175179655,10.5019305,3.829056498,0.413761468,0.038535032,-0.018312102
BFIN.JK,1.9E+12,7.73E+11,2.46E+12,8.7E+11,1.68E+11,2.49E+11,4000000,7.02E+11,7.02E+11,7.02E+11,7.73E+11,1.13E+12,44406730922,3.34E+11,1.69E+12,10230000000,4.36E+12,56886000000,5.53E+11,1.41E+12,3.99E+11,2.05E+11,1.4E+11,1.4E+11,43009000000,1.4E+11,7.77E+12,1.4E+11,4000000,1.27E+13,6.56E+12,2.36E+11,1.21E+11,1.02E+11,1.89E+11,3.62425E+11,6.7E+11,5.82E+12,1.70044E+12,1.4E+11,1.52E+13,1.43E+13,6.32E+11,8.59E+12,6.61E+12,-2.7E+11,TRUE,489.6734762,511.4367981,0.044444559,0,financials,47,383.6115702,8.161948302,0.106202723,0.053061505,0.564220183,0.161009174,3.104417671,22.62658228,22.54746835,3.081359979,0.286842105,0.046184211
BJBR.JK,2.55E+11,0,7.77E+12,2.17E+12,4.78E+11,5.5E+12,46276000000,1.69E+12,1.69E+12,1.69E+12,2.21E+12,4.82E+11,44406730922,1.52E+12,5.91E+12,-44098000000,8.03E+12,0,1.06E+12,1.84E+13,2.46E+12,1.01E+11,1.71E+11,1.4E+11,1.4E+11,57832000000,9.32E+12,1.15E+13,46276000000,2.18E+11,1.2E+13,9.44E+13,9.42E+12,1.96E+12,5.85E+11,3.62425E+11,4.42E+12,3.31E+12,7.21E+12,1.01E+13,1.41E+14,3.06E+13,1.18E+14,1.29E+14,1.2E+13,2.06E+12,TRUE,934.8639397,1362.42749,0.457353774,1,financials,171.018161,994.1322314,5.81302141,0.140833333,0,0.96762142,0.210460772,0,0.259322034,0.243372881,1.3775,0.056950355,0.011985816
BJTM.JK,52234000000,0,4.42E+12,1.51E+12,18406000000,1.89E+12,2.18798E+12,1.49E+12,1.49E+12,1.49E+12,1.52E+12,94868000000,44406730922,4.91E+11,2.45E+12,-11580000000,4.48E+12,1.15E+11,5.09E+11,1.35E+13,3.75E+12,5.92E+11,39114000000,1.4E+11,1.4E+11,1.4E+11,3.52E+11,1.47E+13,1.4E+11,4.15E+11,1E+13,4.07E+13,4.33E+12,5.07E+11,4.7E+11,23365000000,1.21E+12,1.49E+12,2.89E+11,1.26E+13,8.36E+13,2.71E+13,7.27E+13,7.36E+13,1E+13,6.83E+11,TRUE,516.2771131,562.7382202,0.089992576,0,financials,99.16,570.2396694,5.750702596,0.149,0,0.986607143,0.332589286,0,0.372764787,0.364718019,0.0641,0.053588517,0.017822967
BMRI.JK,1.4E+12,0,9.06E+13,2.33E+13,5.65E+12,2.82E+13,4.65E+12,1.71E+13,1.71E+13,1.76E+13,2.44E+13,1.88E+12,44406730922,1.27E+13,5.06E+13,-35784000000,9.2E+13,3.99E+12,1.73E+13,1.78E+14,1.17E+13,0,0,0,0,0,0,0,0,0,1.85E+14,0,0,0,0,-1.06E+11,4.67E+13,1.19E+14,0,0,1.43E+15,0,0,1.24E+15,1.89E+14,0,FALSE,3207.979788,2777.220947,-0.134277293,-1,financials,180.09,2933.915289,16.29138369,0.09047619,0,0.984782609,0.185869565,0,2.165669585,160.2611603,0,0.064335664,0.011958042
BNGA.JK,0,0,1.62E+13,2.95E+12,9.36E+11,8.23E+12,14112000000,2.01E+12,2.01E+12,2.01E+12,2.86E+12,2.03E+11,44406730922,2.63E+12,8.1E+12,91727000000,1.62E+13,5.58E+11,7.03E+12,2.81E+13,1.61E+12,7.38E+11,1.6E+11,1.4E+11,1.77E+12,2.99E+11,6.47E+12,2.71E+13,14112000000,2.97E+12,3.93E+13,1.64E+14,1.4E+13,6.08E+12,2.36E+12,60707000000,6.99E+12,2.76E+13,1.26E+12,2.31E+12,2.81E+14,8.11E+13,2.31E+14,2.4E+14,4.1E+13,4.47E+12,TRUE,789.4907435,877.843689,0.111911313,1,financials,80.72,784.6900826,9.72113581,0.04902439,0,1,0.124074074,0,0.351082251,0.144502165,0.188536585,0.057651246,0.007153025
BRIS.JK,0,0,3.56E+12,4.05E+11,1.57E+11,1.88784E+12,2.18798E+12,2.48E+11,2.48E+11,2.48E+11,3.13E+12,1.84E+11,44406730922,4.13E+11,1.95E+12,-46967000000,3.56E+12,1.69531E+12,14964000000,4.56E+12,4.95E+12,1.11E+12,1.4E+11,1.4E+11,1.4E+11,9.87E+11,1.4E+11,4.91E+13,1.4E+11,2.38507E+12,5.44E+12,1.43E+14,1.51E+13,2.18E+12,1.53E+14,3045000000,1.53E+12,3.93E+11,1.4E+11,6.96E+12,5.77E+13,4.37E+13,6.46E+13,5.23E+13,5.44E+12,1.14E+13,TRUE,325.942347,2222.333984,5.818181206,1,financials,52.188776,654.3057851,12.53728934,0.045588235,0,1,0.069662921,59.8368104,0.676470588,160.2611603,0.051470588,0.06169844,0.004298094
BRPT.JK,1750773000,431192000,583397000,244472000,103089000,186720000,1625951000,36274000,36274000,141383000,423328000,16972000,44406730922,89391000,160069000,-181303000,2334170000,725636000,96177000,1135310000,978875000,213000,17630000,485814000,1143158000,276354000,2677832000,173094000,1625951000,243766000,-304726000,781690000,295501000,113326000,946995000,135942000,3049071000,214378000,196895000,95122000,7683159000,2056677000,1099536000,4732198000,1325010000,33030000,FALSE,1493.271694,1087.813721,-0.271523243,-1,basic_materials,0.000448,1046.251754,2335383.379,0.027376397,0.065494637,0.249937665,0.015540428,2.309297344,1.870495373,1.340745551,2.169588909,0.303803423,0.004721235
BSDE.JK,1.93E+12,2.28E+12,4.25E+12,4.96E+11,15890482660,1.78E+12,4.35E+12,2.82E+11,2.82E+11,4.8E+11,2.2E+12,2.68E+11,44406730922,8.37E+11,2.05E+12,-1.48E+12,6.18E+12,9.67E+11,7.46E+12,1.09E+13,2.12E+12,1.4E+11,1.4E+11,9302932297,2.49E+12,1.07E+13,1.16E+13,8.55E+12,4.35E+12,2.06E+11,2.76E+13,1.26E+13,4.78E+12,5.06E+12,2.95E+12,-1.24E+11,6E+11,2.1E+13,5.5E+12,2.11E+12,6.09E+13,2.84E+13,1.18E+13,2.64E+13,3.01E+13,-4.87E+11,FALSE,1255,1225,-0.023904382,0,properties_realestate,14.12,881.9214876,62.45902887,0.009368771,0.046435845,0.687702265,0.045631068,1.280898876,2.406779661,1.12,0.568106312,0.101477833,0.004630542
BTPS.JK,0,0,3.55E+12,1.12E+12,2.7E+11,1.88784E+12,2.18798E+12,8.55E+11,8.55E+11,8.55E+11,1.13E+12,30403000000,44406730922,1.13E+11,1.59E+12,-1249000000,3.55E+12,24354000000,8.46E+11,4.17E+12,7.7E+11,1.96E+11,1.4E+11,1.4E+11,1.02E+11,2.88368E+12,1.4E+11,4.72E+12,1.4E+11,1.4E+11,5.78E+12,8.88E+12,5.57E+11,1.73E+11,52704000000,20916000000,3.32E+11,4.18E+12,1.4E+11,2.86385E+12,1.64E+13,2.4E+12,1.04E+13,1.06E+13,5.88E+12,16454000000,FALSE,4039.294096,3642.510498,-0.098230926,0,financials,111,3505.268595,31.57899635,0.145408163,0,1,0.24084507,59.8368104,0.230769231,160.2611603,0.047619048,0.216463415,0.052134146
BULL.JK,96957715,77145480,97471016,37879420,117427,39266060,9328465,36003820,36003820,37761993,87848785,508396,44406730922,4226938,9622231,-48680727,194428731,15833245,80219723,9785793,274654309,173529,1.4E+11,58569655,1.4E+11,3047178,246314276,1.4E+11,9328465,49951148,282134161,3386584,59214566,15424709,3895306,3.62425E+11,605973794,-61328409,107534910,34542314,828004721,160074688,159918429,477972440,340703816,47158193,TRUE,164,350,1.134146341,1,energy,0.003,247.0826446,82360.88153,0.105674836,0.115472329,0.501320024,0.185177467,1.964686042,1.000977117,0.589545905,1.038582984,0.234815969,0.043482626
BUMI.JK,698521470,-99929543,91914927,-322439419,14911550,222509876,731450969,-338023994,-338023994,-337350969,-2150083,34807060,44406730922,44252615,94065010,-354099574,790436397,222174526,1579522164,56142271,1853423863,178253645,123418643,1.4E+11,1.4E+11,27321324,1402181394,686096024,731450969,226369365,-598812940,600295379,77904872,369880041,386190501,-961167479,1744782219,-3055454776,1.70044E+12,2.86385E+12,3428550327,397376705,1298664634,3295912298,-598812940,-976304191,TRUE,66,72,0.090909091,1,energy,-0.00495,53.50826446,-10809.7504,0.564490129,-0.046917796,0.116283774,-0.427642243,-0.449101608,0.305988701,160.2611603,3.081359979,0.230545368,-0.098590938
CLEO.JK,5.62E+11,1.94E+11,4.1E+11,1.69E+11,35841322490,25247847586,2.18798E+12,1.33E+11,1.33E+11,1.33E+11,2.13E+11,8003055914,44406730922,91333963789,1.97E+11,-44059547225,9.73E+11,55598942187,2.59E+11,22890468010,2.4E+11,4.10022E+11,1.4E+11,1.4E+11,1.4E+11,1.02E+11,1.96E+11,1.4E+11,1.87307E+12,1.2E+11,8.95E+11,60578488537,4650550571,24830694334,66602592772,3.62425E+11,1.04E+12,3.92E+11,47823517013,1.4E+11,1.31E+12,2.54E+11,1.48E+11,4.16E+11,8.95E+11,-130000000,FALSE,498.3508606,493.4167175,-0.009900942,0,consumer_noncylicals,11,469.0991736,42.64537942,0.148603352,0.166953528,0.421377184,0.136690647,7.683823318,1.716216216,1.911422081,0.272428511,0.742748092,0.101526718
CPIN.JK,3.47E+13,5.14E+12,7.79E+12,4.77E+12,9.22E+11,3.68E+11,16652000000,3.84E+12,3.84E+12,3.85E+12,5.26E+12,3.37E+11,44406730922,9.57E+11,2.52E+12,-3.51E+11,4.25E+13,1.17E+12,-43385000000,2.68E+12,1.64E+11,4.81E+11,1.4E+11,4.45E+11,16464000000,5.69E+12,1.33E+12,62609000000,16652000000,1.98E+12,2.29E+13,2.01E+12,2.88E+12,5.98E+11,8.41E+11,18276000000,1.51E+13,2.32E+13,1.70044E+12,2.86385E+12,3.12E+13,1.35E+13,5.36E+12,7.81E+12,2.33E+13,-25109000000,TRUE,6269.339294,6280.820313,0.001831296,0,consumer_noncylicals,234,5912.954545,25.26903652,0.164806867,0.198916409,0.183294118,0.090352941,13.9673913,2.518656716,160.2611603,3.081359979,1.362179487,0.123076923
CTRA.JK,3.95E+12,2.66E+12,4.12E+12,1.43E+12,56939000000,1.24E+12,2.13E+12,1.32E+12,1.32E+12,1.37E+12,2.65E+12,4.71E+11,44406730922,5.96E+11,1.47E+12,-9.73E+11,8.07E+12,8.76E+11,3.57E+12,5.28E+12,4.64E+12,16041000000,1.4E+11,1.4E+11,1.4E+11,1.22E+13,6.87E+12,6.45E+11,2.13E+12,2.4E+12,1.53E+13,1.54E+13,6.91E+11,7.28E+12,3.32E+12,88810000000,3.08E+12,7.13E+12,2.36E+12,2.86385E+12,3.93E+13,2.06E+13,1.16E+13,2.18E+13,1.53E+13,-13367000000,FALSE,1001.359556,960.5038452,-0.040800241,0,properties_realestate,71,749.8305785,10.56099406,0.08627451,0.096028881,0.510532838,0.163568773,2.14516129,1.775862069,160.2611603,0.603267974,0.205343511,0.033587786
DMAS.JK,1.01E+12,1.45E+12,1.62E+12,1.36E+12,12724622240,90731255855,3537157948,1.35E+12,1.35E+12,1.35E+12,1.38E+12,1.41E+11,44406730922,1.5E+11,2.34E+11,39525408135,2.63E+12,9742671501,3.8E+11,1.38E+12,4.82E+12,1.4E+11,1.4E+11,1.4E+11,1.4E+11,2.25E+12,1.4E+11,88168598591,3537157948,39743747005,5.52E+12,2.48E+12,71860891947,1.15E+12,56494394564,3.62425E+11,2.92E+11,3.15E+11,1.4E+11,1.4E+11,6.75E+12,3.74E+12,1.17E+12,1.22E+12,5.52E+12,1.4E+11,TRUE,174.4173936,203.9867554,0.169532184,1,properties_realestate,27.96,216.1033058,7.72901666,0.244565217,0.259856631,0.615969582,0.513307985,15.98126232,3.196581197,1.333114314,0.050724638,0.38962963,0.2
DOID.JK,549693996,22585855,51997973,-24362484,-926114,46948339,214,-23436358,-23436358,-23436370,19703082,12155009,44406730922,1.79187E+12,32294891,-44065566,601691969,49564968,145025621,112000189,47313056,6308261,1.4E+11,1.4E+11,1.4E+11,39524439,333983987,1.4E+11,214,160236370,263731205,106075644,28614954,5522728,56826344,716967,500753955,70647677,58074068,1.4E+11,974449753,367620154,220348158,710718334,263731205,744851,TRUE,280,352,0.257142857,1,energy,-0.00272,221.3842975,-81391.28585,-0.088864562,0.029950679,0.08641959,-0.038950758,0.481078894,1.668360459,636.5936427,1.486581973,0.61746844,-0.024050864
ELSA.JK,6.98E+12,4.39E+11,7.42E+11,3.45E+11,95792000000,94495000000,1508000000,2.49E+11,2.49E+11,2.49E+11,4.37E+11,3.39133E+11,44406730922,95963000000,3.05E+11,-56238000000,7.73E+12,6.85E+11,4.36E+11,1.23E+12,7.3E+11,1.18E+11,1.4E+11,1.4E+11,8363000000,2.73E+11,1.04E+12,19622000000,1508000000,2.2E+12,3.73E+12,1.17E+12,4.86E+11,1.15E+11,1.48E+11,3.62425E+11,2.16E+12,2.48E+12,2.9E+11,1.4E+11,7.56E+12,4.22E+12,2.57E+12,3.82E+12,3.74E+12,-51325000000,TRUE,272.9779461,330.5565796,0.210927785,1,energy,34.13,238.5,6.987987108,0.06657754,0.087975952,0.095989651,0.03221216,4.645748452,1.642023346,1.389105058,0.355614973,1.022486772,0.032936508
