Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,researchDevelopment,sellingGeneralAdministrative,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiab,otherLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,class,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
ERAA.JK,3.07E+13,1.1E+12,3.41E+12,9.17E+11,2.46E+11,1.81E+11,2.79E+11,6.12E+11,6.12E+11,6.71E+11,8.21E+11,1.9E+11,44406730922,8.6E+11,2.59E+12,-1.68E+11,3.41E+13,2.09E+12,5.94E+11,2E+12,1.6E+12,1.09E+11,1.4E+11,6.27E+11,99218240000,3.63E+12,5.75898E+12,35487768000,2.79E+11,1.58E+12,4.68E+12,1.53E+12,3.25E+11,7.46E+11,2.01E+11,-1202456000,1.62E+12,3.2E+12,98715000,1.4E+11,1.12E+13,7.55E+12,5.14E+12,5.52E+12,5.41E+12,8005828000,TRUE,337.9284293,410.7417297,0.215469591,1,consumer_cylicals,38,306.838843,8.074706395,0.113123845,0.181518152,0.1,0.017947214,6.077348066,1.468871595,0.723735409,3.081359979,3.044642857,0.054642857
EXCL.JK,9.53E+12,2.77E+12,1.65E+13,1.46E+11,-2.25E+11,2.62E+12,2.18798E+12,3.72E+11,3.72E+11,3.72E+11,6.05E+11,71868000000,44406730922,2.03E+12,1.59E+13,-2.94E+12,2.6E+13,2.27E+11,1.22E+13,2.97E+12,1.07E+12,85330000000,3697000000,6.68E+12,5.72E+12,1.43E+11,7.77E+12,1.77E+11,1.4E+11,6.64E+11,6.74E+12,4.36E+11,3.05E+11,1.15E+13,2.36E+12,3.62425E+11,4.72E+13,5.97E+12,1.58E+12,1.4E+11,6.77E+13,7.57E+12,1.89E+13,4.86E+13,1.91E+13,-1.34E+11,FALSE,3044.289379,2642.141113,-0.132099224,-1,infrastructures,35,2485.206612,71.0059032,0.01947644,0.056762295,0.634615385,0.014307692,1.057251908,0.400529101,0.19968254,0.489528796,0.384047267,0.00549483
GGRM.JK,9.71E+13,1E+13,1.74E+13,9.66E+12,2.02E+12,3.83E+11,60000000,7.65E+12,7.65E+12,7.65E+12,1.01E+13,1.66E+11,44406730922,4.01E+12,7.3E+12,-4.21E+11,1.14E+14,1.12E+12,53700000000,4.77E+12,9.62E+11,1.42E+11,1.4E+11,1.4E+11,1.4E+11,4E+13,1.57E+11,1.4E+11,60000000,2.56E+12,5.85E+13,9.75E+11,1.78E+12,6.69E+11,2.5E+12,-33379000000,2.84E+13,5.73E+13,20000000000,40000000000,7.82E+13,4.95E+13,1.7E+13,1.97E+13,5.85E+13,-33379000000,FALSE,49568.61711,38345.53125,-0.22641515,-1,consumer_noncylicals,3975,47180.68182,11.86935392,0.130769231,0.163398693,0.152631579,0.067105263,26.10966057,2.911764706,0.433529412,0.003025641,1.457800512,0.097826087
HMSP.JK,7.37E+13,1.12E+13,1.88E+13,1.12E+13,2.58E+12,29470000000,2.18798E+12,8.58E+12,8.58E+12,8.58E+12,1.04E+13,3.39133E+11,44406730922,8.37E+12,8.37E+12,7.59E+11,9.24E+13,2.67E+12,2.06E+13,1.58E+13,4.65E+11,3.94E+11,1.4E+11,60423000000,1.4E+11,1.86E+13,1.4E+11,80356000000,1.4E+11,4.1E+12,3.02E+13,1.86E+12,1.78E+12,1.36E+12,2.49E+12,3.62425E+11,6.58E+12,8.48E+12,1.4E+11,7.1E+11,4.97E+13,4.11E+13,1.67E+13,1.94E+13,3.02E+13,6.16E+11,FALSE,1755.950107,1334.900269,-0.239784625,-1,consumer_noncylicals,74,1687.14876,22.79930757,0.28410596,0.339393939,0.203463203,0.092857143,380.0475059,2.461077844,1.234131737,0.009271523,1.85915493,0.172635815
HOKI.JK,1.03E+12,69452986982,1.44E+11,50874681549,12836262144,18578305433,146440200,38043800534,38043800534,38038419405,67719082055,5327605086,886700,40130217654,75810284242,-16701926776,1.17E+12,1935349192,1.58E+11,4787116907,2.42E+11,5271632519,1.4E+11,1.4E+11,1.4E+11,1.47E+11,23480170408,1.4E+11,146440200,2.46E+11,6.62E+11,91469169411,25779685262,5126896878,20530054073,71402,3.92E+11,2.62E+11,10062930176,1.4E+11,9.07E+11,4.23E+11,1.89E+11,2.44E+11,6.62E+11,71402,TRUE,227.6805564,247.9322815,0.088947978,0,consumer_noncylicals,3.93,197.2830579,50.19925137,0.057467977,0.09673118,0.123076923,0.032516069,3.738391923,2.238095238,2.067656703,0.050669336,1.289966924,0.041944653
ICBP.JK,2.94E+13,1.06E+13,1.72E+13,9.96E+12,2.54E+12,6.71E+11,2.09E+13,6.59E+12,6.59E+12,7.42E+12,9.42E+12,1.16E+11,44406730922,5.65E+12,7.81E+12,8.25E+11,4.66E+13,3.05E+12,5.99E+12,9.54E+12,5.83E+11,4.78E+11,85940000000,5.4E+13,1.86E+12,4.59E+12,3.08E+13,1.06E+13,2.09E+13,5.75E+12,-2.79E+13,2.76E+12,7.94E+11,2.49E+12,1.32E+13,-5.54E+11,1.21E+13,2.25E+13,2.13E+11,2.86385E+12,1.04E+14,2.07E+13,9.18E+12,5.33E+13,2.94E+13,2.86E+11,FALSE,10479.83185,9108.046875,-0.130897613,-1,consumer_noncylicals,565,10042.8719,17.77499451,0.22414966,0.111790761,0.369098712,0.141416309,15.79731744,2.254901961,160.2611603,1.054863946,0.448076923,0.063365385
INCO.JK,640365000,106255000,124379000,104645000,21826000,1610000,10000,82819000,82819000,82819000,105119000,10561000,512000,3243000,19260000,-1749000,764744000,113095000,277760000,388682000,136413000,1.4E+11,1.4E+11,1.4E+11,1.4E+11,144487000,5.75898E+12,1.4E+11,10000,62552000,2020378000,139540000,36056000,7557000,133560000,3.62425E+11,1479146000,1578922000,1.70044E+12,1.4E+11,2314658000,695972000,160710000,294270000,2020378000,1.4E+11,TRUE,3616.148034,5052.700195,0.39726033,1,basic_materials,0.0083,3398.884298,409504.1323,0.040991834,0.049330346,0.162641354,0.108296371,65.99689441,4.330607927,873.9420945,3.081359979,0.33039179,0.035780232
INDF.JK,5.5E+13,1.43E+13,2.68E+13,1.24E+13,3.67E+12,1.88E+12,3.68E+13,6.46E+12,6.46E+12,8.75E+12,1.33E+13,8E+11,44406730922,7.89E+12,1.34E+13,-2.36E+11,8.17E+13,4.41E+12,2.84E+11,1.73E+13,8.78E+11,1.21E+12,8.31E+11,5.65E+13,1.86E+12,1.12E+13,3.91E+13,1.17E+13,3.68E+13,7.45E+12,-2.5E+13,7.66E+12,2.35E+12,3.82E+12,1.68E+13,7.21E+12,3.8E+13,3.1E+13,9.13E+11,1275000000,1.63E+14,3.84E+13,2.8E+13,8.4E+13,4.24E+13,1.01E+13,FALSE,6978.249071,6291.763184,-0.098375091,0,consumer_noncylicals,735,6965.599174,9.477005679,0.152358491,0.105925926,0.328029376,0.079069767,7.606382979,1.371428571,0.883974107,0.94370283,0.501226994,0.039631902
INDY.JK,1823333756,-8620791,253878589,-99177186,4270588,90556395,181713784,-117542428,-117542428,-103447774,-25892038,6123690,44406730922,59050333,279770627,-79189985,2077212345,335416004,253826135,651193109,56892154,4717516,5425185,701815473,375622993,71348346,1482554717,252563595,181713784,508072934,-391854856,71532392,99903175,109137572,406131954,14643752,704807045,355269018,103513917,53388207,3493702857,1394114737,707713855,2626405463,685583610,14283807,TRUE,1017.534003,1660.273804,0.631664199,1,energy,-0.023,961.0619835,-41785.30363,-0.171448714,-0.003094338,0.122220817,-0.056586621,-0.095198037,1.969884759,1.713481009,2.313457631,0.594558962,-0.033644083
INKP.JK,2123326000,580672000,862707000,383437000,89396000,197235000,551000,294053000,294053000,294041000,533621000,7151000,44406730922,241718000,329086000,-147889000,2986033000,195748000,5883000,877328000,2189016000,1.4E+11,1.4E+11,1.4E+11,1.4E+11,364896000,1987130000,12377000,551000,1297782000,4249088000,641006000,863835000,58664000,293232000,3.62425E+11,3739052000,2038307000,588089000,840534000,8496277000,4341593000,1922866000,4246638000,4249088000,8882000,TRUE,7586.054873,10293.43359,0.356888892,1,basic_materials,0.05375,7399.11157,137657.8897,0.069203791,0.088336482,0.288914088,0.098476139,2.944061652,2.257876004,1.568306892,0.606063937,0.351451936,0.03460963
INTP.JK,9.07E+12,2.2E+12,5.11E+12,2.15E+12,3.42E+11,51101000000,2.18798E+12,1.81E+12,1.81E+12,1.81E+12,1.88E+12,1.88E+11,2632000000,2.14E+12,3.24E+12,2.76E+11,1.42E+13,1.58E+12,2.7E+12,7.7E+12,1.84E+12,73396000000,1.4E+11,1.4E+11,3.13E+11,1.82E+12,1.4E+11,2E+11,1.4E+11,2.62E+12,2.22E+13,1.35E+11,82502000000,6.04E+11,7.06E+11,3.62425E+11,1.44E+13,1.72E+13,1.4E+11,51536000000,2.73E+13,1.23E+13,4.22E+12,5.17E+12,2.22E+13,1.04595E+12,FALSE,16542.98717,13101.7002,-0.208020894,-1,basic_materials,490.69,13167.35537,26.83436665,0.081531532,0.095320624,0.359859155,0.127464789,43.05199507,2.914691943,2.457709953,0.012612613,0.52014652,0.066300366
IPTV.JK,2.82E+12,4.65E+11,8.66E+11,2.91E+11,50332000000,1.74E+11,2.05E+11,2.3E+11,2.3E+11,2.4E+11,5.52E+11,9725000000,44406730922,1.86E+11,3.15E+11,-2.61E+11,3.69E+12,7.73E+11,-4.11E+12,80753000000,1.21E+13,2.31E+11,1.46E+11,4.43E+11,1.4E+11,6.89E+11,1.86E+12,7.16745E+12,2.05E+11,5.51E+11,6.51E+12,5.5E+11,3.35E+11,86876000000,2.39E+11,-1.06E+12,8.18E+12,1.63E+11,6.66E+11,1.4E+11,1.11E+13,1.9E+12,1.65E+12,3.76E+12,7.1E+12,-5.15E+12,FALSE,505,328,-0.35049505,-1,consumer_cylicals,6.06,351.6735537,58.03193955,0.032394366,0.049206349,0.234688347,0.062330623,2.672413793,1.151515152,0.467729091,0.355774648,0.332432432,0.020720721
ITMG.JK,986186000,76026000,199150000,72553000,34725000,3473000,-7846000,39469000,39469000,37828000,100348000,3563000,44406730922,58398000,98802000,-17153000,1185336000,62342000,329028000,231459000,63892000,57212000,129284000,1.4E+11,1.4E+11,60223000,35722000,1.4E+11,-7846000,81520000,854136000,339288000,35151000,32084000,68549000,3.62425E+11,230215000,472176000,7726000,1.4E+11,1158629000,419933000,207300000,312339000,854136000,-23960000,TRUE,7737.450499,10369.01855,0.340107902,1,energy,0.04,9227.169421,230679.2355,0.046209269,0.079915571,0.168011433,0.033297732,21.89058451,2.025726001,676.8595224,0.050867777,1.023050519,0.034065262
JPFA.JK,2.95E+13,2.48E+12,7.43E+12,1.68E+12,4.57E+11,8E+11,7.34E+11,9.17E+11,9.17E+11,1.22E+12,2.39E+12,4.59E+11,44406730922,1.56E+12,5.04E+12,-1.01E+12,3.7E+13,2.5E+12,1.15E+12,1.34E+12,1.88E+12,4.15E+11,1.4E+11,1.55E+11,27679000000,7.09E+12,6.79E+12,1.27E+11,7.34E+11,1.98E+12,1.05E+13,2.57E+12,1.23E+12,9.47E+11,1.71E+12,-68526000000,1.18E+13,7.46E+12,6.47E+11,1568000000,2.6E+13,1.17E+13,6.01E+12,1.45E+13,1.07E+13,-1.2E+11,FALSE,1430.328127,1383.731567,-0.032577531,0,consumer_noncylicals,79,1217.892562,15.41636154,0.085700935,0.124062031,0.200810811,0.024783784,3.1,1.946755408,0.552673544,0.695046729,1.423076923,0.035269231
JSMR.JK,8.35E+12,3.76E+12,5.35E+12,6.96E+11,7.38E+11,3.07E+12,5.7E+12,5.01E+11,5.01E+11,-41629000000,4.05E+12,1.53E+11,44406730922,2.65E+11,1.3E+12,-3.3E+12,1.37E+13,2.21E+12,4E+12,4.6E+12,3.63E+12,2385000000,1.4E+11,41849000000,8.35E+13,1.38E+11,5.77E+13,5.02E+12,5.7E+12,4.42E+12,-6.45E+13,4.03E+12,7.06E+11,4.5E+12,6.68E+12,-25924000000,7.46E+11,3.09E+12,2.01E+12,8.23E+11,1.04E+14,1.07E+13,1.49E+13,7.93E+13,1.91E+13,-6.14E+11,FALSE,5205.763674,4630,-0.110601193,0,infrastructures,69.04,4027.892562,58.3414334,0.026230366,0.042199776,0.390510949,0.036569343,1.2247557,0.718120805,0.660604027,3.12617801,0.131730769,0.004817308
KAEF.JK,6.35E+12,6.7E+11,3.66E+12,73359098000,52933342000,5.96E+11,1.12E+11,17638834000,17638834000,20425756000,4.93E+11,1.05E+11,15527142000,1.17E+12,3.16E+12,-5.63E+11,1E+13,1.29E+12,-8.85E+11,1.25E+12,5.55E+11,66152110000,25780666000,1.34E+11,54648577000,2.54E+12,2.56E+12,1.66E+11,1.12E+11,1.76E+12,6.78E+12,1.12E+12,4.3E+11,1.6E+11,1.08E+12,3.62425E+11,9.8E+12,17638834000,7.72E+11,1.4E+11,1.76E+13,6.09E+12,6.79E+12,1.05E+13,6.99E+12,4.15E+12,TRUE,1235.712158,4201.421387,2.40000004,1,healthcare,3.18,2036.61157,640.4438899,0.002523438,0.061979648,0.366,0.001763883,1.124161074,0.896907216,0.463917526,0.476680973,0.568181818,0.001002206
KLBF.JK,1.29E+13,3.7E+12,1.02E+13,3.63E+12,8.28E+11,75836781288,8.71E+11,2.73E+12,2.73E+12,2.8E+12,3.55E+12,4.23E+11,4.84E+11,3.35E+12,6.7E+12,81708403531,2.31E+13,1.24E+12,-34118673814,5.21E+12,4.69E+11,85420248716,1.63598E+11,1.95E+11,4.65E+11,3.75E+12,7.23E+11,1.23E+11,8.71E+11,3.59E+12,1.67E+13,3.95E+11,3.04E+11,1.03E+12,3.23E+11,27601594628,8.47E+12,1.66E+13,1.24E+11,1.88E+11,2.26E+13,1.31E+13,3.18E+12,4.29E+12,1.74E+13,61111007779,FALSE,1527.258193,1421.096924,-0.069511017,0,healthcare,58.31,1444.152893,24.76681346,0.156896552,0.190525232,0.441558442,0.118181818,48.78899048,4.119496855,2.826415094,0.048678161,1.022123894,0.12079646
LINK.JK,8.69E+11,1.39E+12,3.18E+12,1.25E+12,3.05E+11,1.42E+11,3000000,9.42E+11,9.42E+11,9.42E+11,1.42E+12,8171000000,44406730922,2.06E+11,1.76E+12,-1.51E+11,4.05E+12,7.88E+11,1.34E+12,3.6E+11,2.86E+11,96039000000,1.4E+11,7345000000,1.07E+11,1.4E+11,5.75898E+12,1.4E+11,3000000,2.88E+11,4.51E+12,3.38E+11,7451000000,1.5E+11,1.93E+11,3.62425E+11,6.57E+12,3.41E+12,1.70044E+12,1.4E+11,7.8E+12,7.74E+11,2.82E+12,3.18E+12,4.62E+12,-4.1E+11,FALSE,3407.936956,2227.184082,-0.346471455,-1,infrastructures,340.941596,2611.446281,7.659512103,0.203896104,0.279116466,0.785185185,0.232592593,9.788732394,0.274468085,0.279432624,3.081359979,0.519230769,0.120769231
LPKR.JK,7.68E+12,-7.47E+12,4.13E+12,-9.31E+12,3.26E+11,1.84E+12,4.1E+12,-8.89E+12,-8.89E+12,-9.64E+12,-84438000000,2.15E+11,44406730922,1.12E+12,4.22E+12,-6E+12,1.18E+13,1.18E+12,1.05E+13,2.99E+12,7.09E+12,1.4E+11,1.63598E+11,5.5E+11,1.17E+11,2.66E+13,1.2E+13,4.31E+12,4.1E+12,1.98E+12,1.88E+13,5.02E+12,9.2E+11,5.56E+12,2.29E+12,7.86E+12,8.79E+12,-6.62E+12,1.83E+11,3.35E+11,5.19E+13,3.31E+13,1.06E+13,2.83E+13,1.95E+13,8.5E+12,FALSE,242,214,-0.115702479,-1,properties_realestate,-125.86,172.1446281,-1.367746926,-0.455897436,-0.180871671,0.35,-0.753389831,-4.059782609,3.122641509,0.500471698,0.624769231,0.227360308,-0.171290944
LPPF.JK,2.01E+12,-8.53E+11,2.83E+12,-9.34E+11,-61223000000,81709000000,0,-8.73E+11,-8.73E+11,-8.73E+11,-4.64E+11,4.91E+11,44406730922,2.41E+11,3.29E+12,-2.52E+11,4.84E+12,3.48E+11,-3.61E+12,5.24E+11,2.8E+11,1.04E+11,1.4E+11,1.4E+11,1.4E+11,8.89E+11,1.4E+11,6.01E+11,1.4E+11,80815000000,5.81E+11,5.74E+11,99547000000,2.09E+11,4.77E+11,3.62425E+11,3.58E+12,3.74E+12,1.4E+11,1.4E+11,6.32E+12,1.61E+12,2.86E+12,5.74E+12,5.81E+11,-3.56E+12,FALSE,3975.009926,1192.503052,-0.699999981,-1,consumer_cylicals,-332,1752.644628,-5.279050084,-1.502581756,-0.246531792,0.584710744,-0.180371901,-10.43948647,0.562937063,0.260424825,0.481927711,0.765822785,-0.138132911
LSIP.JK,2.46E+12,8.61E+11,1.08E+12,8.6E+11,1.65E+11,585000000,2101000000,6.96E+11,6.96E+11,6.95E+11,8.11E+11,49446000000,44406730922,75930000000,2.65E+11,49152000000,3.54E+12,1.64E+11,1.03E+12,1.96E+12,6.82E+11,1104000000,20842000000,1.4E+11,1.4E+11,3.64E+11,1.4E+11,1.28E+12,2101000000,3.39E+11,9.08E+12,4.03E+11,2.51E+11,2.39E+11,1.04E+12,11248000000,6.32E+12,7.47E+12,1.4E+11,1.4E+11,1.09E+13,2.92E+12,5.97E+11,1.64E+12,9.28E+12,11641000000,FALSE,1373.371198,1295.465698,-0.056725742,0,consumer_noncylicals,102,974.9586777,9.558418409,0.075,0.083567893,0.305084746,0.196610169,1471.794872,4.891122278,4.085427136,0.030172414,0.324770642,0.063853211
MAIN.JK,6.35E+12,2.01E+11,6.54E+11,20070557000,59023599000,1.81E+11,-2022667000,-38838675000,-38838675000,-38953042000,2.13E+11,21735906000,44406730922,1.97E+11,4.4E+11,-1.85E+11,7E+12,2.24E+11,7.64E+11,1.78E+11,44775000000,1.72E+11,1.4E+11,1.4E+11,1.4E+11,8.86E+11,8.72E+11,1.4E+11,-2022667000,4.55E+11,1.42E+12,2.37E+11,4.63E+11,64698838000,1.52E+11,3.62425E+11,1.88E+12,1.16E+12,2.99E+11,1.4E+11,4.67E+12,1.99E+12,1.66E+12,2.69E+12,1.99E+12,1.4E+11,FALSE,1015,740,-0.270935961,-1,consumer_noncylicals,-17,646.3264463,-38.01920272,-0.019516922,0.066777409,0.093428571,-0.005548382,1.110497238,1.198795181,0.465662651,0.588442211,1.498929336,-0.008316633
MAPI.JK,8.67E+12,-1.96E+11,6.18E+12,-7.24E+11,-1.39E+11,5.28E+11,1.15E+12,-5.54E+11,-5.54E+11,-5.85E+11,-1.37E+11,1.85E+11,44406730922,1.59E+12,6.32E+12,-5.64E+11,1.48E+13,1.62E+12,5.03E+11,2.79E+12,8.3E+11,3.68E+11,1.4E+11,51624000000,1.94E+11,3.72E+12,3.76E+11,3.39E+11,1.15E+12,5.08E+11,5.27E+12,9.08E+11,7.42E+11,1.02E+12,8.4E+11,1.24E+12,7.45E+12,2.84E+12,1.70044E+12,3.04E+11,1.77E+13,8.17E+12,7.34E+12,1.12E+13,5.35E+12,1.11E+12,FALSE,1050,790,-0.247619048,-1,consumer_cylicals,-33,738.0826446,-22.36614075,-0.103551402,-0.018918919,0.417567568,-0.037432432,-0.371212121,1.113079019,0.490735695,3.081359979,0.836158192,-0.031299435
MDKA.JK,207739510,73089591,114121375,56204449,27312766,16885142,28656336,36196133,36196133,28891683,89874156,4956414,44406730922,7635047,24247219,-33669707,321860885,20199606,286506032,51026290,34690620,19287993,1.4E+11,1.4E+11,1.4E+11,100986329,101015040,3804611,28656336,34395850,534989545,85932023,12900228,19604163,49224685,19659347,640561307,187122534,130689653,1.4E+11,929606638,199308697,192217456,365960757,534989545,25570359,TRUE,1075,2430,1.260465116,1,basic_materials,0.001659,1513.863636,912515.7541,0.067657646,0.099119424,0.354567393,0.112458937,4.328633481,1.036891764,728.7861626,0.433101348,0.346233419,0.038937042
MEDC.JK,771563941,183936383,321710544,-98283621,72353410,282220004,187861543,-188975634,-188975634,-170637031,169109182,4318221,44406730922,45698465,152601362,-209963329,1093274485,173292574,498059682,296476749,121798946,61010543,1.4E+11,67024515,1189010,98617960,2403055185,831712807,187861543,574817426,954405736,688773999,1011532479,646717571,728600183,-72514729,2290196834,474867964,301534419,2.86385E+12,5900822955,2021925790,1372820769,4687437992,1025523420,-75695382,FALSE,693.8588789,555.8347778,-0.19892244,-1,energy,-0.008435,458.3360017,-54337.40388,-0.184272373,0.040621973,0.294263287,-0.172852871,0.651748212,1.472825758,160.2611603,2.637277269,0.185274917,-0.032025301
MIKA.JK,1.73E+12,1.18E+12,1.69E+12,1.17E+12,2.46E+11,11483569517,5.97E+11,8.42E+11,8.42E+11,9.23E+11,1.05E+12,45264438183,44406730922,2.39E+11,6.4E+11,1.05E+11,3.42E+12,2.01E+11,1.36E+12,7.05E+11,1.42E+11,63443769905,1.4E+11,1.82E+11,2.34E+11,55031322342,5.75898E+12,1.4E+11,5.97E+11,7.09E+11,4.5E+12,3.19E+11,8017974595,2.25E+11,2.87E+11,121654313,2.76E+12,3.37E+12,1.70044E+12,1.6E+12,6.37E+12,3.1E+12,5.68E+11,8.55E+11,4.92E+12,9932480660,TRUE,2575.389364,2656.70459,0.031573954,0,healthcare,59,2377.14876,40.29065695,0.171138211,0.203378145,0.494152047,0.24619883,102.7555063,5.457746479,5.306338028,3.081359979,0.53689168,0.132182104
MNCN.JK,3.05E+12,2.73E+12,4.91E+12,2.34E+12,4.69E+11,3.9E+11,3.04E+11,1.75E+12,1.75E+12,1.87E+12,2.82E+12,3.39133E+11,44406730922,9.71E+11,2.09E+12,-4.81E+11,7.96E+12,1.25E+11,3.19E+12,9.4E+11,1.5E+12,2.89E+11,1.63598E+11,1.15E+12,1.04E+12,3.39E+12,2.08E+12,1.53E+12,3.04E+11,3.37E+12,1.2E+13,1.02E+12,3.04E+11,98775000000,2.07E+11,22796000000,5.86E+12,1.24E+13,7.84E+11,1.4E+11,1.89E+13,8.32E+12,2.16E+12,4.46E+12,1.42E+13,-2.98E+12,FALSE,1619.790766,1129.395386,-0.3027523,-1,consumer_cylicals,138.03,1036.590909,7.50989574,0.123239437,0.163082437,0.616834171,0.219849246,7,3.851851852,2.060185185,0.201690141,0.421164021,0.092592593
MPMX.JK,1.01E+13,3.46E+11,1.05E+12,2.83E+11,93039000000,62175000000,49000000,1.18E+11,1.18E+11,1.9E+11,2.41E+11,2.19E+11,44406730922,1.63E+11,8.07E+11,-60308000000,1.12E+13,5.52E+11,1.48E+12,1.63E+12,2.23E+12,79709000000,1.4E+11,7.55E+11,76525000000,2.49E+11,5.24E+11,9.48E+11,49000000,2.98E+11,5.49E+12,1.81E+12,2540000000,9.53E+11,5.5E+11,-4.59E+11,2.85E+12,3.09E+12,1.23E+11,1.06E+11,9.21E+12,2.77E+12,1.8E+12,2.89E+12,6.32E+12,-5.87E+11,FALSE,410.1013726,354.9553528,-0.13446924,-1,consumer_cylicals,27,506.661157,18.76522804,0.018670886,0.046693657,0.09375,0.010535714,5.564937676,1.538888889,1.13,0.102373418,1.21606949,0.012812161
MTDL.JK,1.28E+13,7.08E+11,1.23E+12,7.03E+11,1.62E+11,4830000000,1.08E+12,3.65E+11,3.65E+11,5.42E+11,7.14E+11,83399000000,44406730922,33561000000,5.13E+11,-11097000000,1.4E+13,1.03E+12,1.83E+11,1.85E+12,1.23E+11,29757000000,1.4E+11,1.4E+11,1.4E+11,7.92E+11,5.75898E+12,60233000000,1.08E+12,1.66E+12,2.34E+12,3.29E+11,7.2E+11,7.53E+11,2.41E+11,3.62425E+11,3E+11,1.83E+12,1.70044E+12,1.4E+11,5.87E+12,5.18E+12,2.2E+12,2.45E+12,2.34E+12,1.63E+11,FALSE,351.7272976,304.3033142,-0.134831683,-1,technology,30,299.107438,9.970247933,0.155982906,0.192915531,0.087857143,0.026071429,146.5838509,2.354545455,1.659090909,3.081359979,2.385008518,0.062180579
MYOR.JK,1.72E+13,3.04E+12,7.3E+12,2.68E+12,5.86E+11,3.57E+11,2.6E+11,2.06E+12,2.06E+12,2.1E+12,2.86E+12,34384946022,43311230039,3.67E+12,4.44E+12,-1.47E+11,2.45E+13,1.59E+12,330005500,3.78E+12,4.47E+11,1.05E+11,1.4E+11,1.4E+11,1.4E+11,2.81E+12,3.61E+12,1.4E+11,2.6E+11,5.63E+12,1.1E+13,6.67E+11,5.92E+11,4.52E+11,1.18E+12,3.62425E+11,6.79E+12,1.05E+13,9.6E+11,1.4E+11,1.98E+13,1.28E+13,3.48E+12,8.51E+12,1.1E+13,-7812019120,TRUE,1954.442734,2618.592529,0.339815429,1,consumer_noncylicals,92,2210.950413,24.03206971,0.187272727,0.18627451,0.297959184,0.084081633,8.515406162,3.67816092,2.744252874,0.415454545,1.237373737,0.104040404
PGAS.JK,2031118705,-7678170,854417400,-175355545,40412269,167677375,722302155,-264773584,-264773584,-215767814,89817921,345244912,44406730922,106461092,764599479,-221954668,2885536105,215075275,-467574628,1179044518,344018831,116927658,1.4E+11,1.52304E+12,3318108,68893975,2458058821,341091360,722302155,596115767,2229818592,569517183,88576019,669462826,437566687,-39769593,4614273958,-264773584,90725906,65775856,7533986395,2005785786,1183155336,4578547540,2233136700,-507344221,FALSE,1827.981843,1538.991455,-0.158092592,-1,energy,-0.011,1227.582645,-111598.4223,-0.118565775,-0.001209002,0.296103521,-0.091758888,-0.04579133,1.695285247,1.55595473,1.141347382,0.383002564,-0.035143889
PNBN.JK,1.78E+11,0,1.15E+13,4.07E+12,9.48E+11,7.38E+12,3.24E+12,3.1E+12,3.1E+12,3.12E+12,2.92729E+12,1.01E+12,44406730922,1.84E+12,5.48E+12,1.49E+11,1.16E+13,3.02E+11,3.44E+12,1.47E+13,2.41E+12,1.01E+11,1.4E+11,1.4E+11,2.14E+11,2.24E+12,9.33E+12,4.37E+13,3.24E+12,89084000000,4.4E+13,1.25E+14,7.13E+12,2.82E+12,2.01E+12,-2.68E+11,1.03E+13,2.89E+13,9.06E+12,1.74E+13,2.18E+14,3.92E+13,1.59E+14,1.71E+14,4.42E+13,9.38E+12,FALSE,1319.201188,1052.396484,-0.202247168,-1,financials,128.83,894.338843,6.94200763,0.070135747,0,0.99137931,0.267241379,0,0.246540881,0.202447069,0.416063348,0.053211009,0.014220183
PNLF.JK,1.99E+12,6.98E+11,9.93E+11,2.04E+12,2924000000,1.88784E+12,2.16E+12,1.86E+12,1.86E+12,2.04E+12,2.92729E+12,89938000000,44406730922,1.06E+11,4.48741E+12,1.43E+12,2.98E+12,2.5E+11,-5.84E+11,5.62E+12,4E+12,1.4E+11,1603000000,1.4E+11,2.32E+11,1.4E+11,1.4E+11,2.25E+13,2.16E+12,94463000000,2.55E+13,1.53E+11,2.98E+11,35335000000,1.04E+12,1.66E+12,1.71E+11,1.66E+13,1.4E+11,28900000000,3.24E+13,9.31E+12,3.48E+12,4.54E+12,2.57E+13,5.09E+12,FALSE,294.9767269,240.279068,-0.185430422,-1,financials,58.08,209.5578512,3.608089725,0.072373541,0.024135546,0.333221477,0.624161074,59.8368104,2.675287356,1.650391667,0.010894942,0.091975309,0.057407407
