Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,researchDevelopment,sellingGeneralAdministrative,totalOperatingExpenses,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherCurrentAssets,otherCurrentLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
SMBR.JK,1.04E+12,2.73E+11,8.43E+11,1.15E+11,20439155000,1.58E+11,-13546000,94827014000,94827014000,94827889000,2.62E+11,25980354000,555707000,3.43E+11,5.81E+11,1.88E+12,3.11E+11,1.27E+12,5.23E+11,9.93E+11,2.0172E+11,4.44527E+11,6.32205E+11,20186319000,2.26E+11,1.26E+12,1.93645E+12,-13546000,1.32E+12,3.07E+12,1.47951E+11,2.00298E+11,6.22499E+11,4.05E+12,-1.87E+11,99666150000,376802000,5.21E+12,1.01E+12,5.86E+11,2.12E+12,3.09E+12,3.22181E+11,620,386,-0.377419355,-1,basic_materials,10,492.3333333,49.23333333,0.030688354,0.059039792,0.448404255,0.050439901,1.727848101,1.723549488,3.145694201,0.440021408,0.36084453,0.018200962
SMGR.JK,2.57E+13,4.67E+12,1.07E+13,3.3E+12,8E+11,1.37E+12,4.49E+12,2.36E+12,2.36E+12,2.5E+12,4.56E+12,3.01E+11,24966000000,3.13E+12,6.12E+12,3.64E+13,8.1E+12,6.22E+12,6.01E+12,6.75E+11,1.78E+11,4.44527E+11,1.36E+12,2.49826E+12,5.61E+12,1.51E+13,57669000000,4.49E+12,2.24E+11,3.89E+13,1.06E+11,2.00298E+11,1.05E+12,5.78E+13,3.4E+13,9.99E+11,59981000000,8.3E+13,1.89E+13,1.31E+13,3.57E+13,4.27E+13,3.22181E+11,7111.719461,6575,-0.075469718,0,basic_materials,397,6955.516318,17.52019224,0.055269321,0.066809728,0.293956044,0.064835165,3.408759124,1.442748092,0.480456565,0.377025761,0.438554217,0.028433735
SMRA.JK,2.72E+12,1.59E+12,3E+12,7.75E+11,2905862000,8.13E+11,2.55E+12,6.25E+11,6.25E+11,7.72E+11,1.71E+12,75157169000,42135602046,5.32E+11,1.29E+12,5.72E+12,87415278000,1.31E+12,3.14E+12,1.65E+12,3003786000,4.44527E+11,6.32205E+11,3.23749E+12,9.96E+12,3.28E+12,82193562000,2.55E+12,5.88E+12,9.2E+12,1.47951E+11,1.56E+11,-1665128000,1.38E+12,6.12E+12,2.62E+12,5.92581E+11,2.84E+13,1.43E+13,9.5E+12,1.67E+13,9.2E+12,3.22181E+11,830.7523355,605,-0.271744449,-1,properties_realestate,139.2172174,652.3373984,-21322.37611,0.067934783,0.084126984,0.524475524,0.109265734,1.955719557,1.505263158,1375.469496,0.641304348,0.201408451,0.022007042
SMSM.JK,3.25E+12,1.14E+12,1.54E+12,1.13E+12,2.34E+11,16115000000,1.53174E+12,8.09E+11,8.09E+11,8.93E+11,1.09E+12,15234000000,42135602046,1.64E+11,4.49E+11,4.79E+12,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,3.76E+11,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,1284.176392,1535,0.195318657,1,consumer_cylicals,139.2172174,1396.138211,-21322.37611,0.16700253,0.158222016,0.321503132,0.168893528,70.74154514,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
SOCI.JK,103277394,24477559,40803923,8782635,2303190,15694924,304036,5133974,6470660,6479445,30199578,4436910,42135602046,925413,10604345,144081317,3786561,102233949,31877229,65774670,78745,10432524,6.32205E+11,3.23749E+12,10306365,193405193,1.93645E+12,304036,0,373765537,1.47951E+11,2.00298E+11,-1368,533632179,196758286,39566236,5.92581E+11,633959947,89257061,57335894,259890374,373765537,3.22181E+11,196,181,-0.076530612,0,energy,139.2172174,193.8211382,-21322.37611,0.013735814,0.042449771,0.283200653,0.035632476,1.559584424,1.556739675,1375.469496,0.623309016,0.227271956,0.008098262
SRIL.JK,1030024243,-328469638,-345445478,-398170279,-93570231,69700641,1.53174E+12,-304600048,-304600048,-304600048,-232520933,-100954268,600827,65670548,-112924545,684578765,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,28301633,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,146,146,0,0,consumer_cylicals,139.2172174,146,-21322.37611,0.16700253,0.158222016,-0.504610274,-0.444945218,-4.712577005,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
SSIA.JK,2.7E+12,4.62E+11,9.18E+11,2.23E+11,15437164806,2.39E+11,4.19E+11,1.76E+11,1.76E+11,2.08E+11,3.16E+11,45015398375,42135602046,1.43E+11,6.03E+11,3.61E+12,5.34E+11,2.9E+11,1.14E+12,5.88E+11,40623803667,4.44527E+11,6.32205E+11,4032215745,3.76E+11,1.92E+12,1.31E+11,4.19E+11,0,3.84E+12,1.47951E+11,3.65E+11,1.83E+11,1.16E+12,2.79E+12,6.33E+11,1.04E+11,8.29E+12,3.32E+12,1.83E+12,4.03E+12,3.84E+12,71079768517,482,274,-0.43153527,-1,infrastructures,38.65,358.7317073,9.28154482,0.045833333,0.071517028,0.254293629,0.048753463,1.933054393,1.81420765,0.679781421,0.66484375,0.435464415,0.021230398
SSMS.JK,4.29E+12,2.79E+12,2.97E+12,2.28E+12,4.27E+11,5.15E+11,38231728000,1.84E+12,1.84E+12,1.85E+12,2.07E+12,1.69E+11,42135602046,3.45E+11,8.96E+11,7.26E+12,1.42E+11,5.41E+11,9.47E+11,9.53E+11,1.1E+11,4.44527E+11,6.32205E+11,9707799000,6.73E+11,4.51E+12,2.23E+12,38231728000,1.57E+12,6.4E+12,1.47951E+11,-12483000,-2.21E+11,4.49E+12,3.62E+12,1.4E+12,5.92581E+11,1.4E+13,2.88E+12,2.79E+12,7.53E+12,6.41E+12,3.22181E+11,855.2916643,1470,0.718711945,1,consumer_noncylicals,192.9,1266.95122,6.567917159,0.287051482,0.248884924,0.409090909,0.253443526,5.417475728,1.032258065,1375.469496,0.92199688,0.518571429,0.131428571
TBIG.JK,1.78E+12,3.67E+12,4.74E+12,1.91E+12,2.22E+11,1.76E+12,5.91E+11,1.64E+12,1.64E+12,1.69E+12,4.26E+12,1.07E+11,42135602046,23557000000,4.84E+11,6.52E+12,2.56E+11,1.59E+12,9.66E+11,4.53E+11,2.0172E+11,4.44527E+11,3.9E+11,37017000000,6.22E+11,2.28E+13,1.93645E+12,5.91E+11,1.16E+12,9.9E+12,1.47951E+11,2.00298E+11,6.22499E+11,3.81E+13,4.52E+12,6.12E+12,5.92581E+11,4.31E+13,3.57E+12,8.73E+12,3.22E+13,1.03E+13,7.66E+11,2921.942789,2300,-0.212852487,-1,infrastructures,139.2172174,2789.430894,-21322.37611,0.159223301,0.106779168,0.726993865,0.251533742,2.085227273,0.408934708,1375.469496,2.80776699,0.151276102,0.038051044
TBLA.JK,1.31E+13,2.02E+12,3.47E+12,1.02E+12,2.19E+11,9.98E+11,12035000000,8.01E+11,8.01E+11,8.01E+11,2.25E+12,4.13E+11,42135602046,3.8E+11,1.23E+12,1.66E+13,4.5E+12,4.87E+11,5.91E+11,6.68E+11,2566000000,4.44527E+11,6.32205E+11,3.23749E+12,5.3E+12,6.43E+12,1.93645E+12,12035000000,1.03E+12,6.82E+12,277000000,6.21E+11,15772000000,1.22E+13,5.37E+12,4.2E+12,5.92581E+11,2.37E+13,1.14E+13,9.49E+12,1.68E+13,6.82E+12,8157000000,705.3482105,695,-0.014671067,0,consumer_noncylicals,139.2172174,766.8699187,-21322.37611,0.11744868,0.142153413,0.209036145,0.048253012,2.024048096,1.201264489,1375.469496,1.558651026,0.700421941,0.033797468
TINS.JK,9.98E+12,1.6E+12,2.53E+12,1.41E+12,3.65E+11,1.92E+11,274000000,1.04E+12,1.04E+12,1.04E+12,1.39E+12,56382000000,42135602046,5.85E+11,1.14E+12,1.25E+13,7.64E+11,64383000000,1.21E+12,3.72E+11,1.9E+11,4.44527E+11,6.32205E+11,3.23749E+12,2.96E+12,2.24E+12,2.24E+11,274000000,3.57E+12,7.04E+12,65751000000,1.93E+11,6.22499E+11,3.85E+12,99433000000,7.55E+11,109000000,1.31E+13,5.63E+12,2.55E+12,6.03E+12,7.04E+12,3.22181E+11,1414.969076,1170,-0.173126805,-1,basic_materials,139.2172174,1503.313008,-21322.37611,0.147727273,0.151658768,0.2024,0.0832,8.333333333,2.207843137,1.874552549,0.425426136,0.954198473,0.079389313
TKIM.JK,985681000,512762000,157912000,470249000,6904000,42513000,1.53174E+12,463345000,463345000,463345000,63796000,1016000,42135602046,75359000,94116000,1143593000,188091000,29215000,205038000,684810000,938000,4.44527E+11,6.32205E+11,37849000,283992000,576581000,1779072000,1.53174E+12,3.57E+12,2180799000,231272000,2.00298E+11,-1986000,763556000,1479845000,453582000,231130000,3545180000,850762000,694306000,1326532000,2218648000,3.22181E+11,7495.945701,7050,-0.059491586,0,basic_materials,0.1488,7123.069106,47870.08808,0.20884115,0.179861334,0.138084091,0.405165999,12.0612989,1.225341564,5142.453281,0.464320163,0.322576851,0.130697172
TLKM.JK,4.36E+13,4.04E+13,1.04E+14,3.63E+13,8.71E+12,4.08E+12,2E+13,2.07E+13,2.08E+13,2.77E+13,4.57E+13,-35000000000,1.08E+11,2.4E+13,5.78E+13,1.47E+14,1.85E+13,2.71E+12,3.19E+13,4.95E+12,4.12E+12,5.86E+12,1.09E+12,1.4428E+13,1.14E+12,2.73E+13,1.23E+11,2E+13,1.01E+12,1.14E+14,5.74E+11,2.00298E+11,9.7E+12,1.89E+14,9.66E+13,1.7E+13,9.36E+11,2.75E+14,5.51E+13,7.04E+13,1.26E+14,1.29E+14,3.22181E+11,3916.738718,3750,-0.042570804,0,infrastructures,209.32,4283.902439,20.46580565,0.160465116,0.197458456,0.707482993,0.140816327,9.901960784,0.782670455,0.480767045,0.343410853,0.534545455,0.075272727
TOWR.JK,2.89E+12,5.88E+12,7.78E+12,3.61E+12,1.88E+11,2.27E+12,1.53174E+12,3.41E+12,3.41E+12,3.42E+12,6.69E+12,1.99E+11,42135602046,2.46E+11,1.09E+12,1.07E+13,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,97728000,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,1103.054652,1100,-0.002769266,0,infrastructures,139.2172174,1098.556911,-21322.37611,0.16700253,0.158222016,0.727102804,0.318691589,2.59030837,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
TPIA.JK,2395545000,-107138000,-10954000,-176475000,-27076000,69337000,3632000,-125858000,-149538000,-149399000,-117495000,1275000,42135602046,73334000,106541000,2384591000,442393000,1471175000,1403973000,434315000,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,316730000,1332248000,0,3632000,1.17E+13,2805474000,67000,2.00298E+11,6.22499E+11,2056093000,835097000,133058000,332831000,4929871000,2281544000,607683000,2120765000,2805474000,3.22181E+11,1829.942916,2570,0.404415393,1,basic_materials,-0.0021,2368.90752,-1128051.2,-0.044861581,-0.024787908,-0.00459366,-0.052779701,-1.545177899,3.754496999,19256.31753,0.52230247,0.483702515,-0.025529674
UNTR.JK,8.18E+13,2.65E+13,3.14E+13,2.62E+13,6.18E+12,3.12E+11,1.53174E+12,1.83E+13,1.83E+13,2E+13,2.61E+13,4.39838E+11,42135602046,5.35E+12,5.35E+12,1.13E+14,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,0,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,20716.62312,26075,0.258651077,1,industrials,139.2172174,28900.91463,-21322.37611,0.16700253,0.158222016,0.277876106,0.161946903,84.93589744,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
UNVR.JK,2.22E+13,7.08E+12,1.91E+13,6.99E+12,1.63E+12,85211000000,1.53174E+12,5.36E+12,5.36E+12,5.36E+12,7.07E+12,973000000,42135602046,1.04E+13,1.2E+13,4.12E+13,4.7E+12,96000000000,5.03E+11,76300000000,2.0172E+11,4.44527E+11,61925000000,4.47059E+11,2.63E+12,5.004E+12,1.93645E+12,1.53174E+12,132088000,3.49E+12,1.47951E+11,2.00298E+11,6.22499E+11,1.02E+13,3.81E+12,6E+11,5.92581E+11,1.83E+13,7.57E+12,1.24E+13,1.43E+13,4E+12,3.22181E+11,3990.764905,4700,0.177719087,1,consumer_noncylicals,141,4441.585366,31.50060543,1.34,1.2,0.463592233,0.130097087,83.08786424,0.610483871,1375.469496,0.798753574,2.25136612,0.292896175
WEGE.JK,2.14E+12,2.87E+11,2.28E+11,2.3E+11,0,56458775311,2134786549,2.3E+11,2.3E+11,2.3E+11,1.67E+11,4.39838E+11,42135602046,3187256938,60928436931,2.37E+12,1.05E+12,5.24E+11,9.16E+11,9.57E+11,0,4.44527E+11,6.32205E+11,3.23749E+12,3.71E+11,94001600000,5.63E+11,2134786549,132088000,2.54E+12,6.13E+11,2.00298E+11,6.22499E+11,4.41E+11,9.09E+11,5.07E+11,5.92581E+11,5.42E+12,3.98E+12,2.01E+12,2.88E+12,2.54E+12,3.22181E+11,185.3842361,149,-0.196263916,-1,infrastructures,139.2172174,175.0447154,-21322.37611,0.090551181,0.084164223,0.096202532,0.097046414,5.083355039,1.980099502,1375.469496,0.236614803,0.437269373,0.042435424
WIIM.JK,2.92E+12,3.21E+11,7.89E+11,3.19E+11,69826921963,1117127852,1877919515,2.49E+11,2.49E+11,2.5E+11,3.08E+11,23577744137,2573036083,2.57E+11,4.8E+11,3.7E+12,4.91E+11,3.04E+11,7.12E+11,2.1E+11,395201653,4.44527E+11,6.32205E+11,5542621958,9.17E+11,5.004E+12,1.93645E+12,1877919515,0,1.49E+12,1.47951E+11,2.00298E+11,6.22499E+11,2.8E+11,9.9E+11,2.26504E+12,5.92581E+11,2.17E+12,1.88E+12,6.62E+11,6.68E+11,1.5E+12,16520631606,409.2858164,630,0.539266632,1,consumer_noncylicals,139.2172174,568.800813,-21322.37611,0.166,0.212864721,0.213243243,0.067297297,287.344013,2.839879154,1375.469496,0.798753574,1.705069124,0.114746544
WIKA.JK,1.93E+13,1.55E+12,2.2E+12,1.76E+11,1.63E+11,1.37E+12,4.53E+12,-59596186000,-59596186000,12586435000,1.43E+12,49687489000,32205366000,76479903000,7.68E+11,2.15E+13,1.33E+13,6.56E+12,5.67E+12,8.97E+11,68072278000,23433299000,4847052000,1.09564E+13,1.84E+13,1.77E+13,1.47E+13,4.53E+12,4.21E+12,2E+12,3.4E+11,2.00298E+11,1.14E+12,5.5E+12,4.37E+12,1.54E+13,5.92581E+11,7.51E+13,3.96E+13,3.61E+13,5.76E+13,1.3E+13,110000000,1110,800,-0.279279279,-1,infrastructures,139.2172174,969.6341463,-21322.37611,-0.004584322,0.03974359,0.102325581,-0.002771916,1.131386861,1.096952909,1375.469496,2.546153846,0.286284953,-0.000793558
WOOD.JK,3.12E+12,4.85E+11,1.41E+12,2.34E+11,56705805251,2.51E+11,10180642425,1.78E+11,1.78E+11,1.77E+11,4.34E+11,6889046675,4957207216,8.84E+11,9.74E+11,4.53E+12,86972658029,3.14E+11,2.67E+11,6.44E+11,18091705000,14036746405,6.32205E+11,3.23749E+12,2.52E+12,1.28E+12,0,10180642425,1.65E+12,3.75E+12,1.47951E+11,2.00298E+11,1.48E+11,2.13E+12,1.03E+12,1.66E+12,5.92581E+11,6.96E+12,4.44E+12,1.83E+12,3.2E+12,3.75E+12,49643362000,830.5861816,362,-0.564163228,-1,consumer_cylicals,139.2172174,588.1422764,-21322.37611,0.047466667,0.09454191,0.311258278,0.039293598,1.932270916,2.426229508,1375.469496,0.784,0.650862069,0.025574713
WSBP.JK,1.71E+12,2.51E+11,3.23E+11,-3.22E+11,1.55E+11,5.74E+11,1.53174E+12,-4.77E+11,-4.77E+11,-4.77E+11,-1.27E+12,8.97E+11,42135602046,5.25E+11,1.59E+12,2.04E+12,3.28E+12,3.94E+12,2.39E+11,2.64E+12,2.0172E+11,1618184406,6.32205E+11,32336432600,3.46E+11,1.52E+12,1.93645E+12,1.53174E+12,1.24E+11,-2.14E+12,1.47951E+11,2.00298E+11,2.82E+11,3.69E+12,-8.46E+12,2.52E+12,5.92581E+11,5.96E+12,2.23E+12,6.52E+12,8.07E+12,-2.1E+12,7.76E+11,115,95,-0.173913043,-1,basic_materials,139.2172174,95.9796748,-21322.37611,0.227142857,-0.448214286,0.158333333,-0.233823529,0.43728223,0.34202454,1375.469496,-1.923809524,0.342281879,-0.080033557
WSKT.JK,1.39E+13,3.05E+12,1.45E+12,-1.24E+12,4.32E+11,4.29E+12,5.15E+12,-1.9E+12,-1.9E+12,-1.67E+12,-1.19E+12,2.56E+11,42135602046,1.47E+12,2.64E+12,1.53E+13,8.53E+12,1.36E+13,8.95E+12,2.88E+12,14692805654,25199639931,4.03E+12,4.76021E+13,4.28E+12,5.81E+13,2.92E+12,5.15E+12,1.13E+13,-4.25E+13,1.47951E+11,7.29E+11,8.67E+11,6.24E+12,-9.94E+12,6.55E+12,25000237835,9.82E+13,3.34E+13,2.15E+13,8.4E+13,9.1E+12,3.22181E+11,635,360,-0.433070866,-1,infrastructures,139.2172174,523.601626,-21322.37611,-0.208791209,0.039765319,0.094771242,-0.124183007,0.710955711,1.553488372,0.943023267,7.104395604,0.155804481,-0.019348269
WTON.JK,5.49E+12,3.35E+11,5.17E+11,2.5E+11,78446045097,85598954647,1.09E+11,1.63E+11,1.63E+11,1.71E+11,3.9E+11,12410178865,4100320948,15819702759,1.28E+11,6E+12,2.09E+12,9.87E+11,1.54E+12,8.72E+11,7332043631,4.44527E+11,6.32205E+11,3.23749E+12,1.07E+12,2.75E+11,6864068099,1.09E+11,5.06E+11,3.53E+12,1.11E+11,2.00298E+11,6.22499E+11,3.07E+12,1.3E+12,1.12E+12,5.92581E+11,9.45E+12,6.15E+12,5.47E+12,5.81E+12,3.53E+12,3.22181E+11,243.7952746,191,-0.216555775,-1,basic_materials,18.69,215.6178862,11.53653752,0.046175637,0.084170854,0.086166667,0.027166667,3.913599195,1.124314442,1375.469496,0.395184136,0.634920635,0.017248677
