Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,researchDevelopment,sellingGeneralAdministrative,totalOperatingExpenses,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherCurrentAssets,otherCurrentLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
AALI.JK,1.8E+13,2.78E+12,3.82E+12,2.43E+12,6.37E+11,3.48E+11,5.59E+11,1.72E+12,1.73E+12,1.79E+12,2.37E+12,1.65E+11,14832000000,8.58E+11,1.45E+12,2.18E+13,1.22E+12,3.88E+12,1.62E+12,9.62E+11,5.51E+11,4.44527E+11,55951000000,3.23749E+12,3.4E+12,4.05E+12,5.47E+11,5.59E+11,8.98E+11,2.16E+13,1.47951E+11,2.14E+11,-77590000000,1.8E+13,1.67E+13,5000000000,5.92581E+11,2.92E+13,7.39E+12,2.05E+12,7.01E+12,2.17E+13,3.22181E+11,8789.101613,7712.807617,-0.122457794,0,consumer_noncylicals,897.08,9937.5,11.07760735,0.079262673,0.102394107,0.175229358,0.078899083,7.988505747,3.604878049,1375.469496,0.186866359,0.746575342,0.05890411
ACES.JK,3.49E+12,8.79E+11,3.27E+12,8.21E+11,1.47E+11,58644337408,44136268897,6.64E+11,6.64E+11,6.74E+11,7.46E+11,2.66E+11,42135602046,5.63E+11,2.52E+12,6.76E+12,1.14E+11,4.41E+11,2.11E+12,1.72E+11,83807263724,4.44527E+11,6.32205E+11,4342918292,2.65E+12,5.004E+12,59099000000,44136268897,1.19E+11,5.88E+12,-38207113267,2.4E+11,239797199,1.26E+12,4.82E+12,2.26504E+12,6936255841,7.1E+12,5.12E+12,6.12E+11,1.21E+12,5.88E+12,34184872500,1253.872768,496,-0.604425574,-1,consumer_cylicals,139.2172174,836.8943089,-21322.37611,0.11292517,0.135480888,0.483727811,0.098224852,14.98865941,8.366013072,3.653490614,0.798753574,0.952112676,0.093521127
ADRO.JK,3449427000,4565533000,4652972000,4476219000,1645096000,89314000,502738000,2493080000,2493080000,2831123000,4276998000,78755000,42135602046,209592000,375974000,8102399000,374788000,1154494000,4067358000,342940000,81263000,4.44527E+11,776943000,5279000,199200000,1372050000,1277509000,502738000,866350000,5242378000,17366000,9121000,153614000,2485251000,4412865000,142945000,104923000,10782307000,5319309000,2447512000,4254969000,6024600000,139936000,1939.026414,3598.719971,0.855941696,1,energy,0.08032,3230.609756,40221.73501,0.413816685,0.547767882,0.574270904,0.307696523,51.11777549,2.173353593,2.058674687,0.251468147,0.751453191,0.231219534
AKRA.JK,4.33E+13,3.08E+12,4.25E+12,3.02E+12,5.45E+11,57212531000,2.19E+12,2.4E+12,2.4E+12,2.48E+12,3.13E+12,1.67E+11,42135602046,3.65E+11,1.12E+12,4.75E+13,9.24E+12,1.29E+12,4.28E+12,4.01E+11,2.05E+11,4.44527E+11,6.32205E+11,6.42501E+11,5.22E+12,2.14E+12,4.17E+11,2.19E+12,6.03E+12,1.03E+13,7752328000,2.00298E+11,69001149000,4.94E+12,9.09E+12,5.56E+11,5.92581E+11,2.72E+13,1.58E+13,1.13E+13,1.4E+13,1.1E+13,1.18E+11,792.5743078,1400,0.76639589,1,energy,121.77,1115.166667,9.157975421,0.218181818,0.193710692,0.089473684,0.050526316,53.83436017,1.398230088,1375.469496,0.245090909,1.746323529,0.088235294
ANTM.JK,3.83E+13,4.35E+12,7.35E+12,4.16E+12,1.39E+12,1.88E+11,1.53174E+12,2.78E+12,2.78E+12,2.78E+12,3.21E+12,1.23E+12,42135602046,1.6E+12,4.14E+12,4.57E+13,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,0,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,2224.982007,1985,-0.107857954,0,basic_materials,139.2172174,2101.585366,-21322.37611,0.16700253,0.158222016,0.16083151,0.06083151,23.13829787,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
APIC.JK,2.11E+12,3.42E+11,1.55E+11,1.63E+11,6529068249,1.79E+11,84603917043,1.52E+11,1.52E+11,1.57E+11,1.97E+11,8278099205,42135602046,26117752765,-41437190196,2.27E+12,8.85E+11,43471495814,7.11E+11,1.22E+12,10359313488,4.44527E+11,6.32205E+11,209712799,3.76203E+12,4E+11,1.93645E+12,84603917043,1.68E+12,2.18E+12,1.47951E+11,2.00298E+11,6.22499E+11,34417029021,8.51E+11,5.91E+11,587000000,6.86E+12,2.55E+12,1.52E+12,4.59E+12,2.18E+12,3.22181E+11,1115,1130,0.013452915,0,financials,12.96,1107.337398,85.44270046,0.069724771,0.064044944,0.068281938,0.066960352,1.910614525,1.677631579,1.5734125,0.454587156,0.33090379,0.022157434
APLN.JK,3.8E+12,3.03E+12,4.87E+12,2.32E+12,55781932000,7.05E+11,2.86E+12,2.17E+12,1.99E+12,2.27E+12,3.77E+12,87591455000,42135602046,5.29E+11,1.1E+12,8.66E+12,9.29E+11,1.5E+12,1.1E+12,2.27E+12,46061377000,45312604000,30334910000,3.23749E+12,7.18E+12,7.56E+12,1.38E+12,2.86E+12,8.61E+11,9.58E+12,1.47951E+11,2.00298E+11,-5255739000,3.71E+12,6.1E+12,9.05E+11,5.92581E+11,2.86E+13,1.13E+13,5.77E+12,1.61E+13,9.61E+12,3.22181E+11,123,154,0.25203252,1,properties_realestate,139.2172174,125.4308943,-21322.37611,0.225806452,0.132720105,0.562355658,0.250577367,4.29787234,1.958405546,1375.469496,0.880853278,0.302797203,0.075874126
ASII.JK,2.21E+14,5.02E+13,6.61E+13,4.81E+13,9.56E+12,2.1E+12,1.53174E+12,2.85E+13,2.85E+13,3.86E+13,3.81E+13,4.39838E+11,42135602046,2.8E+13,2.79E+13,2.87E+14,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,0,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,5455.083586,5700,0.044896913,0,industrials,139.2172174,6405.691057,-21322.37611,0.16700253,0.158222016,0.230313589,0.099303136,23.9047619,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
ASSA.JK,5E+12,4.45E+11,1.24E+12,2.2E+11,60453401190,2.26E+11,1.53174E+12,1.94E+11,1.94E+11,1.59E+11,2.63E+11,24498361592,42135602046,3.42E+11,9.77E+11,6.24E+12,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,0,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,3320,775,-0.766566265,-1,transportation_logistic,139.2172174,1856.382114,-21322.37611,0.16700253,0.158222016,0.198717949,0.031089744,1.969026549,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
BBCA.JK,1.50087E+13,3.33262E+12,6.19728E+12,5.05E+13,9.71E+12,6.01E+12,1.63E+11,4.07E+13,4.07E+13,4.08E+13,3.1648E+12,3.63E+12,42135602046,1.12E+13,3.45E+13,8.95E+13,3E+12,5.55E+12,1.62E+14,1.54E+12,2.0172E+11,4.44527E+11,1.16E+12,4.08919E+11,3.76203E+12,5.004E+12,1.93645E+12,1.63E+11,0,2.19E+14,1.47951E+11,2.00298E+11,1385000000,2.47E+13,1.98E+14,2.26504E+12,5.92581E+11,1.31E+15,9.59431E+12,6.51116E+12,1.09E+15,2.21E+14,3.22181E+11,7045.549805,8382.450195,0.189751038,1,financials,139.2172174,8003.150407,-21322.37611,0.184162896,0.158222016,0.321262889,0.454748603,81.90807551,2.382038512,1375.469496,0.798753574,0.068320611,0.031068702
BBNI.JK,1.50087E+13,3.33262E+12,6.19728E+12,2.27E+13,4.2E+12,1.33E+13,4.38E+12,1.83E+13,1.83E+13,1.85E+13,3.1648E+12,3.35E+12,42135602046,6.78E+12,3.17E+13,6.13E+13,8.94E+11,1.7E+13,1.64E+14,9.05E+12,2.0172E+11,4.44527E+11,7.28E+11,24525000000,3.76203E+12,5.004E+12,1.07E+13,4.38E+12,0,1.35E+14,1.47951E+11,2.00298E+11,2.26E+12,2.65E+13,9.13E+13,2.26504E+12,5.92581E+11,1.03E+15,9.59431E+12,6.51116E+12,8.9E+14,1.36E+14,0,6353.684019,8843.589844,0.391883798,1,financials,139.2172174,8445.528455,-21322.37611,0.134558824,0.158222016,0.321262889,0.298531811,81.90807551,2.382038512,1375.469496,0.798753574,0.059514563,0.01776699
BBRI.JK,1.50087E+13,3.33262E+12,6.19728E+12,6.46E+13,1.32E+13,2.63E+13,4.1E+12,5.12E+13,5.12E+13,5.14E+13,3.1648E+12,1.71E+13,42135602046,1.95E+13,8.96E+13,1.69E+14,2.03E+12,7.56E+13,2.68E+14,7.58E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,6.51E+12,4.1E+12,0,2.99E+14,1.47951E+11,2.00298E+11,1.77E+12,5.52E+13,1.98E+14,2.26504E+12,5.92581E+11,1.87E+15,9.59431E+12,6.51116E+12,1.56E+15,2.99E+14,2.2E+12,3729.014279,4648.439453,0.246559843,1,financials,139.2172174,4480.203252,-21322.37611,0.171237458,0.158222016,0.321262889,0.30295858,81.90807551,2.382038512,1375.469496,0.798753574,0.090374332,0.027379679
BBTN.JK,1.50087E+13,3.33262E+12,6.19728E+12,3.88E+12,8.31E+11,1E+13,1.53174E+12,3.05E+12,3.05E+12,3.05E+12,3.1648E+12,2.07E+11,42135602046,2.74E+12,8.75E+12,1.62E+13,6.32E+11,2.05E+12,4.15E+13,5.3E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,0,2.59E+13,1.47951E+11,2.00298E+11,6.22499E+11,6.35E+12,3.2E+12,2.26504E+12,5.92581E+11,4.02E+14,9.59431E+12,6.51116E+12,3.76E+14,2.59E+13,3.22181E+11,1651.059481,1303.506226,-0.210503171,-1,financials,279,1573.183205,5.63864948,0.117760618,0.158222016,0.321262889,0.188271605,81.90807551,2.382038512,1375.469496,0.798753574,0.040298507,0.007587065
BDMN.JK,1.50087E+13,3.33262E+12,6.19728E+12,4.4E+12,9.75E+11,3.04E+12,6.35E+11,3.3E+12,3.3E+12,3.43E+12,3.1648E+12,1.09E+11,42135602046,3.14E+12,1.01E+13,1.78E+13,8.22E+11,7.99E+12,2.01E+13,6E+12,2.0172E+11,4.44527E+11,1.07E+12,6.57466E+11,3.76203E+12,5.004E+12,9.59E+11,6.35E+11,0,4.51E+13,1.47951E+11,2.00298E+11,-1.2E+11,1.93E+12,3.25E+13,2.26504E+12,5.92581E+11,1.98E+14,9.59431E+12,6.51116E+12,1.5E+14,4.68E+13,3.22181E+11,2201.804694,2618.287109,0.189155022,1,financials,337.88,2596.422764,7.684452362,0.070512821,0.158222016,0.321262889,0.185393258,81.90807551,2.382038512,1375.469496,0.798753574,0.08989899,0.016666667
BEST.JK,2.24E+11,1.71E+11,3.18E+11,35795636679,2066064133,1.35E+11,327839336,1.14E+11,33749517938,33729572546,2.17E+11,7017098583,42135602046,20073007630,1.01E+11,5.43E+11,28856332279,2.31E+11,5.46E+11,9.65E+11,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,1.71E+12,1.44E+12,1.93645E+12,327839336,1.21E+11,4.33E+12,1.47951E+11,5708702842,6.22499E+11,1.48E+11,2.94E+12,1.85E+11,5.92581E+11,6.08E+12,2.59E+12,2.8E+11,1.75E+12,4.33E+12,3.22181E+11,113,133,0.17699115,0,properties_realestate,3.5,129.2601626,36.93147503,0.026327945,0.029482759,0.585635359,0.209944751,1.266666667,9.25,1375.469496,0.375288684,0.089309211,0.01875
BFIN.JK,1.9E+12,2.06E+12,3.24E+12,2.24E+12,4.32E+11,1.47469E+12,786000000,1.81E+12,1.81E+12,1.81E+12,2.06E+12,4.57E+11,42135602046,5.33E+11,1.18E+12,5.14E+12,1.32E+11,6.09E+11,1.07E+12,3.99E+11,1.64E+11,4.44527E+11,6.32205E+11,1.39499E+11,3.76203E+12,5.87E+12,1.93645E+12,786000000,1.97E+13,8.62E+12,1.47951E+11,2.00298E+11,6.22499E+11,7.05E+11,7.8E+12,5.95E+12,5.92581E+11,2.19E+13,2.09E+13,6.65E+12,1.32E+13,8.76E+12,2.33E+11,1089.240637,1055,-0.031435328,0,financials,139.2172174,1171.422764,-21322.37611,0.206621005,0.135081967,0.630350195,0.352140078,81.90807551,3.142857143,1375.469496,1.349315068,0.234703196,0.082648402
BJBR.JK,1.50087E+13,3.33262E+12,6.19728E+12,2.84E+12,5.9E+11,4.48E+12,1.53174E+12,2.45E+12,2.3E+12,2.25E+12,3.1648E+12,9.22E+11,42135602046,1.91E+12,7.41E+12,1.01E+13,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,0,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,1157.460138,1243.101685,0.073990925,0,financials,219.02,1369.169677,6.251345434,0.16700253,0.158222016,0.321262889,0.242574257,81.90807551,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
BJTM.JK,1.50087E+13,3.33262E+12,6.19728E+12,2.03E+12,4.87E+11,1.96E+12,1.53174E+12,1.54E+12,1.54E+12,1.54E+12,3.1648E+12,1.12E+11,42135602046,7.45E+11,2.99E+12,5.29E+12,1.39E+11,5.09E+11,2E+13,3.75E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,493000000,1.14E+13,1.47951E+11,2.00298E+11,23365000000,1.28E+12,1.54E+12,2.26504E+12,5.92581E+11,1.03E+14,9.59431E+12,6.51116E+12,9.16E+13,1.14E+13,3.22181E+11,702.3383789,710,0.010908732,0,financials,102.75,737.3780488,7.176428699,0.135087719,0.158222016,0.321262889,0.291115312,81.90807551,2.382038512,1375.469496,0.798753574,0.051359223,0.014951456
BMRI.JK,1.50087E+13,3.33262E+12,6.19728E+12,5.64E+13,1.14E+13,2.05E+13,2.26E+13,4.12E+13,4.12E+13,4.5E+13,3.1648E+12,1.39E+12,42135602046,1.61E+13,6.25E+13,1.27E+14,8.23E+12,1.76E+13,2.78E+14,1.17E+13,2.0172E+11,4.44527E+11,7.87E+11,4.30614E+12,3.76203E+12,5.004E+12,2.69E+12,2.26E+13,0,2.25E+14,1.47951E+11,2.00298E+11,-1.06E+11,5.65E+13,1.62E+14,2.26504E+12,5.92581E+11,1.99E+15,9.59431E+12,6.51116E+12,1.74E+15,2.3E+14,0,3223.900055,4721.505859,0.46453233,1,financials,139.2172174,4274.593496,-21322.37611,0.179130435,0.158222016,0.321262889,0.324409449,81.90807551,2.382038512,1375.469496,0.798753574,0.063819095,0.020703518
BNGA.JK,1.50087E+13,3.33262E+12,6.19728E+12,6.58E+12,1.48E+12,5.64E+12,84373000000,5.04E+12,5.04E+12,5.1E+12,3.1648E+12,50258000000,42135602046,2.77E+12,8.48E+12,1.89E+13,1.89E+11,7.03E+12,3.21E+13,1.61E+12,2.0172E+11,4.44527E+11,6.32205E+11,2.07682E+12,3.76203E+12,5.004E+12,1.93645E+12,84373000000,0,4.31E+13,1.47951E+11,2.00298E+11,1.01E+11,7.05E+12,3.33E+13,2.26504E+12,5.92581E+11,3.07E+14,9.59431E+12,6.51116E+12,2.61E+14,4.52E+13,2.49E+11,809.1024768,1080.429443,0.335343142,1,financials,139.2172174,1073.434959,-21322.37611,0.111504425,0.158222016,0.321262889,0.266666667,81.90807551,2.382038512,1375.469496,0.798753574,0.061563518,0.016416938
BRIS.JK,1.50087E+13,3.33262E+12,6.19728E+12,5.66E+12,1.4E+12,1.47469E+12,1.53174E+12,4.26E+12,4.26E+12,4.26E+12,3.1648E+12,1.94E+11,42135602046,3.23E+12,9.99E+12,1.84E+13,1.74568E+12,-3.93E+12,3.93E+13,2.31E+13,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,0,3.35E+13,1.47951E+11,2.00298E+11,6.22499E+11,7.14E+12,1.23E+13,2.26504E+12,5.92581E+11,3.06E+14,9.59431E+12,6.51116E+12,2.72E+14,3.35E+13,3.22181E+11,1758.113159,1290,-0.266258834,-1,financials,139.2172174,1485.609763,-21322.37611,0.127164179,0.158222016,0.321262889,0.231521739,81.90807551,2.382038512,1375.469496,0.798753574,0.060130719,0.013921569
BRPT.JK,2515859000,344947000,445673000,155423000,123213000,189524000,2141947000,1759000,1759000,32210000,267814000,17759000,42135602046,98957000,177859000,2961532000,450268000,99835000,1638072000,981373000,148000,17649000,485814000,954270000,331063000,3763414000,367374000,2141947000,265844000,139866000,783000,23354000,181479000,3226763000,293659000,196784000,342758000,9248254000,2878122000,778629000,5526357000,1579950000,6401000,848.1538372,755,-0.109831298,0,basic_materials,139.2172174,845.9063244,-21322.37611,0.001113326,0.040727541,0.150487315,0.000593949,1.820070281,3.696397129,2.885422968,2.506533751,0.320226066,0.000190198
BSDE.JK,3.41E+12,4.27E+12,6.83E+12,2.66E+12,4806064184,1.61E+12,4.41E+12,2.43E+12,2.43E+12,2.66E+12,4.04E+12,2.37E+11,42135602046,1.5E+12,2.79E+12,1.02E+13,9.24E+11,7.46E+12,9.73E+12,2.12E+12,2.0172E+11,4.44527E+11,9302932297,4.5004E+12,1.26E+13,1.04E+13,6.26E+12,4.41E+12,4.72E+11,2.91E+13,385810000,6.22E+11,-1.25E+11,5.63E+11,2.48E+13,1.49E+12,2.2E+12,6.5E+13,2.96E+13,1.13E+13,2.7E+13,3.36E+13,2.88E+11,1020,920,-0.098039216,0,properties_realestate,116.34,939.1666667,8.072603289,0.072321429,0.079515829,0.669607843,0.238235294,2.652173913,2.619469027,1.097522124,0.353869048,0.156923077,0.037384615
BTPS.JK,1.50087E+13,3.33262E+12,6.19728E+12,2.28E+12,5.03E+11,1.47469E+12,3040000000,1.78E+12,1.78E+12,1.78E+12,3.1648E+12,65658000000,42135602046,1.31E+11,1.87E+12,5.04E+12,21883000000,8.46E+11,1.71E+12,7.7E+11,2.0172E+11,4.44527E+11,6.32205E+11,1.70612E+11,3.76203E+12,5.004E+12,1.93645E+12,3040000000,0,8.23E+12,1.47951E+11,2.00298E+11,20916000000,3.79E+11,6.66E+12,2.26504E+12,5.92581E+11,2.12E+13,9.59431E+12,6.51116E+12,1.28E+13,8.4E+12,7173000000,3531.809878,2790,-0.210036753,-1,financials,139.2172174,3078.739837,-21322.37611,0.211904762,0.158222016,0.321262889,0.353174603,81.90807551,2.382038512,1375.469496,0.798753574,0.237735849,0.083962264
BULL.JK,111889958,-191602696,21580153,-229035623,122649,37432927,1.53174E+12,-226914748,-226914748,-229158272,12299640,4.39838E+11,42135602046,3101722,9280513,133470111,1.74568E+12,3.06895E+12,1.45519E+13,1.94657E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,3.76203E+12,5.004E+12,1.93645E+12,1.53174E+12,0,2.03863E+13,1.47951E+11,2.00298E+11,6.22499E+11,1.0134E+13,1.51991E+13,2.26504E+12,5.92581E+11,1.13637E+14,9.59431E+12,6.51116E+12,8.9552E+13,2.26819E+13,3.22181E+11,238,178,-0.25210084,-1,energy,139.2172174,161.6585366,-21322.37611,0.16700253,0.158222016,0.161685285,-1.700116575,-5.118560352,2.382038512,1375.469496,0.798753574,0.657592183,0.064947536
BUMI.JK,1459438981,855795908,370640946,694144908,115590243,161651000,1240145398,547164500,525274341,578554665,212469126,64813626,42135602046,77320181,158171820,1830079927,112921748,2052547179,67807180,2932398848,144306893,4.44527E+11,48412144,3.23749E+12,39085782,54495110,1107242365,1240145398,254689596,1529950720,62458986,2.00298E+11,-1028794224,2042756031,-2362162282,9199470,112500000,4488046969,772731911,922761750,1669538707,1578362864,3.22181E+11,67,161,1.402985075,1,energy,0.00314,110.9674797,35339.96169,0.346665848,0.240035749,0.20252719,0.298983936,5.294095972,0.837412161,0.471407464,0.040354839,0.407767552,0.121915948
CLEO.JK,8.36E+11,2.58E+11,5.22E+11,2.49E+11,53264811906,9607066836,1.53174E+12,1.96E+11,1.96E+11,1.96E+11,2.93E+11,9617750971,42135602046,1.18E+11,2.3E+11,1.36E+12,80776976419,2.44E+11,2486254766,2.4E+11,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,1.78E+11,2.29E+11,1.93645E+12,1.53174E+12,1.9E+11,1.19E+12,1.47951E+11,2.00298E+11,6.22499E+11,1.3E+12,6.96E+11,79304377578,5.92581E+11,1.69E+12,3.8E+11,2.1E+11,5.08E+11,1.19E+12,800248000,467.0126635,555,0.188404605,1,consumer_noncylicals,139.2172174,495.2317073,-21322.37611,0.164705882,0.174324324,0.383823529,0.144117647,26.85523109,1.80952381,1375.469496,0.259079309,0.804733728,0.115976331
CPIN.JK,4.9E+13,3.9E+12,7.86E+12,3.54E+12,6.07E+11,3.67E+11,16741000000,4.13E+12,2.93E+12,2.93E+12,3.78E+12,5.1E+11,42135602046,1.92E+12,4.08E+12,5.69E+13,1.5E+12,-43385000000,2.04E+12,1.64E+11,1.5E+12,4.44527E+11,4.45E+11,11650000000,1.33E+13,2.31E+12,1.93645E+12,16741000000,2.09E+12,2.59E+13,1.47951E+11,2.00298E+11,18276000000,1.83E+13,2.61E+13,6.65E+12,5.92581E+11,3.98E+13,1.8E+13,1.01E+13,1.35E+13,2.63E+13,3.22181E+11,5831,5650,-0.031040988,0,consumer_noncylicals,139.2172174,5677.256098,-21322.37611,0.157034221,0.131313131,0.138137083,0.07258348,10.626703,1.782178218,1375.469496,0.340684411,1.429648241,0.103768844
CTRA.JK,4.56E+12,3.13E+12,4.57E+12,2.06E+12,56914000000,1.07E+12,2.47E+12,1.86E+12,1.86E+12,2E+12,2.81E+12,7.46E+11,42135602046,6.53E+11,1.75E+12,9.13E+12,8.68E+11,3.57E+12,9.04E+12,4.64E+12,14138000000,4.44527E+11,6.32205E+11,3.23749E+12,1.16E+13,8.04E+12,1.08E+12,2.47E+12,2.09E+12,1.84E+13,1.47951E+11,2.00298E+11,95468000000,3.12E+12,1.03E+13,8.79E+11,5.92581E+11,4.19E+13,2.36E+13,1.08E+13,2.1E+13,1.84E+13,33348000000,960.2432542,940,-0.021081381,0,properties_realestate,101,959.6747967,9.50173066,0.101086957,0.100643087,0.500547645,0.203723987,2.925233645,2.185185185,1375.469496,0.484728261,0.217899761,0.044391408
DMAS.JK,5.57E+11,1.29E+12,1.38E+12,1.24E+12,20335753680,53582814312,3165437308,1.22E+12,1.22E+12,1.22E+12,1.27E+12,1.58E+11,42135602046,59834742544,1.07E+11,1.93E+12,10710907313,3.8E+11,7.63E+11,4.82E+12,2.0172E+11,4.44527E+11,6.32205E+11,3.23749E+12,2.67E+12,5.004E+12,2.77E+11,3165437308,2.18E+12,5.72E+12,854482899,56041695974,6.22499E+11,3.79E+11,5.09E+11,2.26504E+12,9173614887,6.62E+12,3.8E+12,7.89E+11,8.99E+11,5.72E+12,3.22181E+11,172.4779297,159,-0.078142924,0,properties_realestate,139.2172174,174.4105691,-21322.37611,0.213286713,0.22123135,0.715025907,0.632124352,24.07488327,4.816223067,3.741664911,0.798753574,0.291540785,0.18429003
DOID.JK,1349951475,104804227,203758202,40422564,11783854,64381663,229,36965034,28638698,28638710,131324481,41767513,42135602046,2.16191E+12,72433721,1553709677,188091181,145040748,148097071,47317783,1507822,4.44527E+11,6.32205E+11,3.23749E+12,81184262,738167876,1.93645E+12,229,1.3E+11,256228002,9487387,343012,716967,789508610,93500648,39771050,10520913,1571087407,652182660,419463250,1314859176,256228002,22266408,254,304,0.196850394,1,energy,0.00373,385.0894309,103241.1343,0.144266176,0.091005582,0.131143035,0.023791468,1.627858339,1.554802858,310.2980249,3.036119862,0.988939043,0.023528312
ELSA.JK,1.14E+13,5.59E+11,9.12E+11,4.57E+11,79103000000,1.02E+11,1586000000,3.78E+11,3.78E+11,3.78E+11,5.12E+11,4.39838E+11,42135602046,97937000000,4.01E+11,1.23E+13,6.79E+11,4.36E+11,1.66E+12,7.3E+11,1.3E+11,4.44527E+11,6.32205E+11,8098000000,4.3E+11,6.98E+11,30779000000,1586000000,335778363,4.11E+12,1.47951E+11,2.00298E+11,6.22499E+11,2.29E+12,2.82E+12,1.28E+11,5.92581E+11,8.84E+12,5.29E+12,3.53E+12,4.72E+12,4.12E+12,3.22181E+11,269.3240294,312,0.15845586,0,energy,139.2172174,308.0894309,-21322.37611,0.091747573,0.10527307,0.074146341,0.030731707,5.480392157,1.498583569,1375.469496,0.200485437,1.391402715,0.042760181
ERAA.JK,4.41E+13,1.77E+12,5.36E+12,1.5E+12,4.21E+11,2.73E+11,4.6E+11,1.01E+12,1.01E+12,1.08E+12,1.51E+12,1.69E+11,42135602046,1.31E+12,3.86E+12,4.95E+13,2.4E+12,5.98E+11,1.04E+12,1.6E+12,1.38E+11,4.44527E+11,5.97E+11,2.76797E+11,6.06E+12,1.82E+11,4.01E+11,4.6E+11,2.98E+12,5.87E+12,1.47951E+11,2.00298E+11,-83580060000,3.01E+12,4.64E+12,3.93E+12,2790235000,1.71E+13,1.12E+13,9.02E+12,9.86E+12,6.74E+12,63804128000,573.1764526,392,-0.316091933,-1,consumer_cylicals,139.2172174,490.5081301,-21322.37611,0.149851632,0.219059406,0.108282828,0.02040404,6.483516484,1.241685144,0.445985614,0.610089021,2.894736842,0.059064327
EXCL.JK,1.06E+13,4.09E+12,1.85E+13,1.35E+12,2.32E+11,2.74E+12,1.31E+11,1.11E+12,1.11E+12,1.12E+12,3.66E+12,45245000000,42135602046,2.85E+12,1.49E+13,2.91E+13,1.13E+13,1.69E+13,5.18E+12,1.31E+12,5779000000,19597000000,6.92E+12,5.98847E+12,4.08E+11,6.49E+12,2.75E+12,1.31E+11,2.01E+12,1.27E+13,1.47951E+11,2.00298E+11,6.22499E+11,6.05E+13,7.55E+12,5.62E+12,5.92581E+11,8.73E+13,1.04E+13,2.64E+13,6.15E+13,2.56E+13,1.34E+11,3125.759205,2140,-0.315366329,-1,infrastructures,139.2172174,2602.610508,-21322.37611,0.043359375,0.067159278,0.635738832,0.03814433,1.49270073,0.393939394,1375.469496,0.473046875,0.333333333,0.012714777
