Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,researchDevelopment,sellingGeneralAdministrative,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiab,otherLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,class,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
PSAB.JK,121708144,47532684,123201124,12071250,7888370,35461434,53695464,325937,325937,4182880,55034214,4386513,55910386875,24083961,68570197,-42962964,244909268,19784248,102481975,6537225,58830001,3.34698E+11,1.4E+11,31498025,35461434,63827902,180051413,5.32163E+12,-3856943,642612,268069953,8708273,90662595,785950,137079947,2124832,779484574,165784364,162760244,1.0412E+12,991158564,167212025,305852280,637388727,300074373,-27033104,TRUE,202,260,0.287128713,1,basic_materials,1.20E-05,231.3696498,19280804.15,0.001086187,0.069359767,0.503048027,0.001330848,1.340405016,0.546708447,153.5042601,1.142422305,0.247093933,0.000328844
PTBA.JK,1.42E+13,5.58E+12,7.61E+12,5.46E+12,1.41E+12,1.28E+11,1.65E+11,4.06E+12,4.06E+12,4.04E+12,4.96E+12,-1.66E+11,55910386875,1.32E+12,2.6E+12,4.94E+11,2.18E+13,1.02E+12,2.82E+11,4.76E+12,1.15E+12,6.42E+11,1.4E+11,1.02E+11,1.28E+11,1.38E+12,10121000000,2.98E+12,16494000000,2.48E+12,1.82E+13,2.02E+12,2.78E+12,89754000000,2.68E+12,4.11629E+11,9.32E+12,3.33E+12,1.52E+11,1.8E+11,2.61E+13,1.17E+13,4.69E+12,7.68E+12,1.83E+13,-2.33E+11,FALSE,2800.760986,1903.105591,-0.320504106,-1,energy,371,3161.361868,8.521191019,0.221857923,0.260625876,0.349082569,0.186238532,43.59375,2.49466951,1.582089552,0.008859071,0.835249042,0.155555556
PTPP.JK,2.12E+13,2.02E+12,3.49E+12,1.24E+12,31492536963,7.82E+11,3.89E+12,9.3E+11,9.3E+11,1.21E+12,2.18E+12,56971368020,55910386875,2.34E+11,9.5E+11,-3.49E+11,2.47E+13,1.38E+13,4.71E+12,9.11E+12,6.2E+11,0,1.4E+11,3.01E+11,7.82E+11,6.34E+12,9.95E+12,2.88E+12,-2.78E+11,1.65E+13,1.28E+13,5.27E+12,2868880270,7.38E+11,1.22E+12,8.37E+11,8.42E+12,9.3E+11,2.43E+12,1.4E+11,5.92E+13,4.17E+13,3.05E+13,4.18E+13,1.34E+13,2.2E+12,FALSE,1694.377075,1523.345337,-0.100940777,-1,infrastructures,150,1959.2607,13.061738,0.069402985,0.070383275,0.141295547,0.037651822,2.583120205,1.367213115,0.844262295,0.923880597,0.41722973,0.015709459
PWON.JK,3.14E+12,3.49E+12,4.06E+12,3.27E+12,30901674000,2.2E+11,3.12E+12,2.72E+12,2.72E+12,3.24E+12,3.45E+12,12384742000,55910386875,2.79E+11,6.07E+11,2.1E+11,7.2E+12,3.34E+11,3.62E+11,4.31E+12,1.2E+12,57849612000,1.4E+11,6.52784E+11,2.2E+11,3.53E+12,3.88E+12,1.18E+11,-5.2E+11,9.34E+11,1.5E+13,1.43E+13,6.48E+11,1.5538E+12,7.42E+11,13512486000,2.23E+12,1.34E+13,9.12E+11,66049680000,2.61E+13,9.64E+12,3.37E+12,8E+12,1.5E+13,4173954000,FALSE,608.3991699,564.8648682,-0.071555492,0,properties_realestate,56.47,662.0233463,11.72345221,0.181333333,0.153541575,0.563888889,0.377777778,15.86363636,2.860534125,1.575682398,0.319466667,0.275862069,0.104214559
RAJA.JK,105032586,11127613,17099370,9048309,2710907,2079304,21538044,5706456,5706456,6337402,2848219,2938233,55910386875,4237076,14251150,6200091,122131956,8971080,23215570,21835233,10964473,1126046,1405481,21435629,2079304,158894,32500000,11341834,-630947,41767105,68841702,7618905,7028080,-1,1555250,5552967,58368486,60543702,12000000,1.4E+11,180440085,70789312,23516436,57738790,101163251,6435457,FALSE,272.7347107,163.1130829,-0.401935007,-1,energy,0.0013,270.9455253,208419.6348,0.056408389,0.070911001,0.140007338,0.046723693,5.351604672,3.010205798,5955.987648,0.439883056,0.67685601,0.031625212
RALS.JK,3.1E+12,5.49E+11,2.49E+12,7.33E+11,85263000000,1.99594E+12,1.74673E+12,6.48E+11,6.48E+11,6.48E+11,5.44E+11,2.72E+11,55910386875,5.5E+11,1.95E+12,1.9E+11,5.6E+12,9.7E+11,1.5E+11,2.21E+12,3.55E+11,75472000000,1.4E+11,6.52784E+11,4.69033E+11,7.91E+11,5.84044E+12,1.4E+11,-2.13705E+11,35487000000,4.16E+12,5.15E+11,1.52E+11,1.5538E+12,3.45E+11,4.11629E+11,1.11E+12,3.97E+12,1.4E+11,8.25E+11,5.65E+12,4.02E+12,1.14E+12,1.48E+12,4.17E+12,-3.76E+11,FALSE,1220.796509,942.6062012,-0.227876067,-1,consumer_cylicals,96.12,1441.531008,14.9972015,0.155395683,0.12172949,0.444642857,0.115714286,676.383901,3.526315789,2.693409649,3.457979056,0.991150442,0.114690265
SCMA.JK,2.86E+12,1.38E+12,2.66E+12,1.37E+12,4.01E+11,2302705000,5.8E+11,1.07E+12,1.07E+12,9.72E+11,1.43E+12,3.03E+11,55910386875,1.96E+11,1.33E+12,25460815000,5.52E+12,4.07E+11,4.36E+11,5.45E+11,7.39E+11,60065770000,1.4E+11,5.94E+11,2302705000,9.25E+11,5.84044E+12,1.33E+11,19001964000,1.78E+12,3.67E+12,2.86E+11,1.03E+11,89436794000,2.39E+11,2591240000,1.56E+12,3.78E+12,11474100000,84301577000,6.72E+12,3.56E+12,9.89E+11,1.23E+12,4.91E+12,-68328534000,FALSE,354.8070984,278.5776672,-0.214847537,-1,consumer_cylicals,14.582,304.8488372,20.90583166,0.217922607,0.240795673,0.481884058,0.19384058,599.2951768,3.599595551,2.436098662,3.457979056,0.821428571,0.15922619
SIDO.JK,1.39E+12,1.07E+12,1.68E+12,1.07E+12,2.66E+11,18000000,7000000,8.08E+11,8.08E+11,8.08E+11,1.03E+12,-63000000,55910386875,4.63E+11,6.63E+11,42799000000,3.07E+12,1.54E+11,7.06E+11,8.65E+11,1.5E+12,52005000000,1.4E+11,91366000000,18000000,2.99E+11,5.84044E+12,1.4E+11,0,5.37E+11,2.93E+12,91382000000,5748000000,18240000000,55980000000,4.11629E+11,1.61E+12,5.95E+11,1.4E+11,1.4E+11,3.54E+12,1.72E+12,4.16E+11,4.72E+11,3.06E+12,-59279000000,TRUE,339.0185852,558.4215088,0.647170784,1,healthcare,26.944307,524.3402072,19.46014819,0.264052288,0.342509603,0.54723127,0.263192182,59444.44444,4.134615385,3.706730769,3.457979056,0.867231638,0.228248588
SIMP.JK,1.16E+13,6.94E+11,2.09E+12,-1.97E+11,4.45E+11,8.91E+11,3.3E+12,-5.46E+11,-5.46E+11,-6.42E+11,7.29E+11,1.24E+11,55910386875,6.14E+11,1.44E+12,-9.06E+11,1.37E+13,8.92E+11,2.5E+12,1.72E+12,3.16E+12,9.23E+11,53497000000,2.32E+12,8.91E+11,2.97E+12,5.49E+12,1.38E+12,96054000000,1.32E+12,1.15E+13,4.11E+12,5.32E+11,1.5538E+12,3.98E+12,1.58E+11,2.03E+13,8.89E+12,5E+11,1.4E+11,3.49E+13,6.76E+12,8.81E+12,1.71E+13,1.45E+13,-1.01E+11,FALSE,444.1414795,417.106781,-0.060869565,0,consumer_noncylicals,-35,392.0972763,-11.20277932,-0.037655172,0.02660023,0.152554745,-0.039854015,0.778900112,0.767309875,0.360953462,0.413103448,0.392550143,-0.015644699
SMBR.JK,1.12E+12,2.42E+11,8.75E+11,86572265000,56498410000,1.55E+11,37715000,30072339000,30072339000,30073855000,2.31E+11,66932186000,3037711000,3.7E+11,6.52E+11,-1.45E+11,2E+12,3E+11,1.27E+12,1.86E+11,9.93E+11,3.34698E+11,1.4E+11,6.52784E+11,1.55E+11,3.41E+11,1.41E+12,25000000,-1516000,4.84E+11,3.31E+12,1.5E+11,957028000,748344000,1.56E+11,4.11629E+11,4.2E+12,2.84E+11,72041272000,1.4E+11,5.57E+12,1.07E+12,4.69E+11,2.09E+12,3.48E+12,-49534082000,FALSE,1742.479614,439.4521484,-0.747800695,-1,basic_materials,3,967.9027237,322.6342412,0.008641477,0.047441678,0.4375,0.01503617,1.561290323,2.281449893,1.727078891,0.425873929,0.359066427,0.005398984
SMGR.JK,2.77E+13,6.38E+12,1.27E+13,3.2E+12,8.25E+11,3.18E+12,1.62E+12,2.39E+12,2.39E+12,2.37E+12,6.2E+12,4.03E+11,27369000000,3.52E+12,6.37E+12,-3.01E+12,4.04E+13,5.67E+12,1.46E+12,3.95E+12,5.93E+11,6.58E+11,1.4E+11,1.35E+12,3.18E+12,4.64E+12,2.67E+13,1.41E+11,20918000000,6.86E+12,2.8E+13,2.15E+12,23920000000,1.5538E+12,6.93E+12,4.51E+11,5.66E+13,2.95E+13,2.05E+12,67222000000,7.98E+13,1.67E+13,1.22E+13,4.59E+13,3.23E+13,4.51E+11,TRUE,10757.07324,11429.67773,0.062526719,0,basic_materials,401.881879,12436.96498,30.94681704,0.073993808,0.094378698,0.314356436,0.059158416,2.006289308,1.368852459,0.891575574,0.890092879,0.506265664,0.029949875
SMRA.JK,3.14E+12,1.42E+12,2.8E+12,6.53E+11,40014289000,7.66E+11,2.08E+12,5.15E+11,5.15E+11,6.13E+11,1.59E+12,5202305000,55910386875,5.26E+11,1.22E+12,-6.66E+11,5.94E+12,86133850000,22996315000,1.66E+12,1.44E+12,151448000,1.4E+11,6.52784E+11,7.66E+11,8.51E+12,4.32E+12,60028726000,-98035997000,2.91E+11,7.37E+12,1.29E+13,4.66E+11,4.31E+11,1.63E+12,1557398000,3.38E+11,5.79E+12,2.51E+12,1.4E+11,2.44E+13,1.12E+13,9.02E+12,1.5E+13,7.37E+12,1557398000,TRUE,792.9760742,993.935791,0.253424691,1,properties_realestate,34.592219,1088.093385,31.4548594,0.069877883,0.092327698,0.471380471,0.086700337,1.853785901,1.241685144,0.231818182,0.926729986,0.243442623,0.021106557
SMSM.JK,2.74E+12,8.26E+11,1.19E+12,8.22E+11,1.83E+11,3900000000,3.53E+11,5.78E+11,5.78E+11,6.39E+11,8.31E+11,6745000000,55910386875,1.45E+11,4E+11,-9391000000,3.94E+12,2.6E+11,49899000000,2.44E+11,1.44E+11,62762000000,1.4E+11,6.52784E+11,3900000000,7.84E+11,21658000000,43741000000,-61154000000,1.02E+12,2.08E+12,1.63E+11,79979000000,1.5538E+12,1.75E+11,2116000000,7.79E+11,1.86E+12,14819000000,1.4E+11,3.11E+12,2.14E+12,4.61E+11,6.65E+11,2.09E+12,2116000000,TRUE,1150.268555,1271.866943,0.105713043,0,consumer_cylicals,100,1500.503876,15.00503876,0.276555024,0.31181578,0.302030457,0.146700508,211.7948718,4.64208243,3.045553145,0.01745311,1.266881029,0.18585209
SOCI.JK,105967695,38286754,51305818,13037222,3688588,25249532,266332,9383809,9383809,9348634,38263986,378764,55910386875,5963463,12674119,-25226764,157273513,3735045,102233949,32093084,65774670,231460,12606009,286921,25249532,10886931,311969808,1.4E+11,35175,41098064,334952353,13386721,18178613,1.5538E+12,2088072,4.11629E+11,563331601,158830655,22416065,1.4E+11,688215790,111210547,38652304,352710184,335239274,1.4E+11,TRUE,129.663269,172,0.326512907,1,energy,0.0013,190.1906615,146300.5088,0.027991377,0.058942282,0.326220334,0.059665539,1.516335194,2.877203569,3623.928632,0.997454353,0.228523546,0.013634981
SRIL.JK,946588161,183856735,235246021,101548894,13896346,82307841,0,87652548,87652548,87652548,152027230,12408302,3002454,28483623,50799050,-50478336,1181834182,34976232,44669942,168358913,167476063,3078604,1.4E+11,6.52784E+11,82307841,361171510,739076319,27561,0,309025759,592668709,10667371,8253370,2804331,37593343,4.11629E+11,660821750,397442270,48476767,1.4E+11,1559251755,894760661,182540923,966583046,592668709,-16919566,FALSE,349.9321899,258.7128601,-0.260677161,-1,consumer_cylicals,0.0043,322.692607,75044.79233,0.147894678,0.133547823,0.199051631,0.074166537,2.23376938,4.901699007,769.5665299,1.32882515,0.75794956,0.056214494
SSIA.JK,2.92E+12,3.39E+11,1.09E+12,1.65E+11,28521943536,1.74E+11,5.14E+11,92308006434,92308006434,1.36E+11,3.64E+11,54052903084,55910386875,1.95E+11,7.16E+11,-1.13E+11,4.01E+12,6.26E+11,2.9E+11,1.53E+12,5.88E+11,2955197779,1.97065E+11,6.52784E+11,1.74E+11,4.22E+11,9.48E+11,3.28E+11,-44003054105,1.54E+12,3.96E+12,2.5E+12,3.64E+11,3.65E+11,2.91E+11,1.52E+11,1.25E+12,2.96E+12,1.36E+11,1.9E+11,8.09E+12,4.06E+12,1.71E+12,3.61E+12,3.96E+12,88843887220,TRUE,485.8898926,643.7842407,0.324959112,1,infrastructures,19.85,669.4980545,33.72786169,0.023310103,0.053134796,0.271820449,0.023019453,1.948275862,2.374269006,1.906432749,0.273737374,0.495673671,0.011410137
SSMS.JK,2.27E+12,6.42E+11,1.01E+12,1.55E+11,1.43E+11,4.88E+11,19010840000,11680187000,11680187000,12081959000,3.18E+11,46660528000,55910386875,1.95E+11,5.02E+11,-1.63E+11,3.28E+12,90017732000,5.41E+11,2.2E+12,9.53E+11,33553032000,1.4E+11,6.52784E+11,4.88E+11,4.38E+11,6.22E+12,8.16E+11,-401772000,2.78E+11,4.03E+12,3.1E+12,31645715000,1.5538E+12,2.46E+11,89113603000,4.65E+12,1.87E+12,1.44E+11,1.0412E+12,1.18E+13,3.29E+12,1.31E+12,7.78E+12,4.05E+12,1.35E+11,FALSE,1067.437256,723.5619507,-0.322150368,-1,consumer_noncylicals,1.23,994.7470817,808.7374648,0.002883997,0.061201144,0.307926829,0.003561033,1.31557377,2.511450382,153.5042601,1.571358025,0.277966102,0.000989846
TBIG.JK,9.03E+11,3.16E+12,3.8E+12,1.22E+12,3.56E+11,1.94E+12,5.3E+11,8.19E+11,8.19E+11,8.66E+11,3.37E+12,74105000000,55910386875,23793000000,4.26E+11,-2.07E+12,4.7E+12,2.48E+11,-5.19E+11,5.25E+11,4.53E+11,2.5E+11,1.4E+11,3.81E+11,1.94E+12,17708000000,2.08E+13,1.4E+11,-46667000000,1.27E+12,4.61E+12,3.46E+12,2.98E+11,1.5538E+12,26352000000,4.11629E+11,2.63E+13,1.55E+12,2.15E+12,1508000000,3.09E+13,2.38E+12,4.51E+12,2.53E+13,4.99E+12,2.93E+12,TRUE,655.4850464,1164.269653,0.776195597,1,infrastructures,39.26,940.3178295,23.95103998,0.164128257,0.119742327,0.808510638,0.174255319,1.628865979,0.527716186,0.398338803,4.599198397,0.15210356,0.026504854
TBLA.JK,6.44E+12,1.6E+12,2.09E+12,9.05E+11,2.44E+11,6.94E+11,9608000000,6.63E+11,6.63E+11,6.61E+11,1.56E+12,-1.09E+11,55910386875,2.93E+11,5.2E+11,-6.51E+11,8.53E+12,1.54E+12,5.15E+11,4.01E+11,6.68E+11,1117000000,1.4E+11,6.52784E+11,6.94E+11,2.61E+12,6.5E+12,1.4E+11,1793000000,1.86E+12,5.35E+12,3.04E+11,11702000000,7.38E+11,1.46E+12,15772000000,1.05E+13,3.79E+12,1.07E+12,1.4E+11,1.74E+13,6.55E+12,4.03E+12,1.2E+13,5.35E+12,3.75E+11,TRUE,698.9262695,827.6132813,0.184121012,0,consumer_noncylicals,122.459552,875.311284,7.147758339,0.123925234,0.119670905,0.245017585,0.077725674,2.305475504,1.625310174,0.595781638,1.414953271,0.490229885,0.038103448
TINS.JK,1.82E+13,-1445000000,1.14E+12,-7.22E+11,-1.14E+11,7.21E+11,190000000,-6.11E+11,-6.11E+11,-6.09E+11,-1.18E+11,89513000000,55910386875,6.88E+11,1.26E+12,-6.03E+11,1.93E+13,1.97E+12,55000000,1.55E+12,3.72E+11,3.26E+11,1.4E+11,6.52784E+11,7.21E+11,6.58E+12,2.1E+12,1.31E+11,0,1.68E+12,5.26E+12,3.94E+12,1.55E+11,35396000000,1.04E+12,4.11629E+11,3.99E+12,-6.01E+11,6.68E+11,1657000000,2.04E+13,1.23E+13,1.2E+13,1.51E+13,5.26E+12,-64690000000,TRUE,717.494873,799.5543823,0.114369471,0,basic_materials,-82,1086.14786,-13.24570561,-0.116159696,-0.000172024,0.059067358,-0.031658031,-0.002004161,1.025,0.26930475,0.526235741,0.946078431,-0.02995098
TKIM.JK,939955000,240248000,107163000,184698000,18182000,55550000,1.74673E+12,166516000,166516000,166516000,26214000,785000,55910386875,52525000,79555000,158484000,1047118000,61904000,29215000,182983000,684810000,2154000,1.4E+11,6.52784E+11,55550000,251475000,1042576000,1029701000,0,106090000,1347598000,142398000,2.65065E+12,29091000,85134000,-1986000,931333000,665873000,64303000,261948000,3062331000,879074000,540366000,1677008000,1385323000,-4675000,FALSE,10933.08984,10163.28711,-0.070410355,0,basic_materials,0.0535,10839.39689,202605.5493,0.120200127,0.095262226,0.102340901,0.159023147,4.32489649,1.626812198,1.019718117,0.799004276,0.341934951,0.054375572
TLKM.JK,4.73E+13,4.21E+13,8.83E+13,3.79E+13,1.03E+13,4.24E+12,1.77E+13,1.87E+13,1.87E+13,2.76E+13,4.23E+13,-8.26E+11,55910386875,2.11E+13,4.58E+13,-4.38E+12,1.36E+14,1.39E+13,2.71E+12,1.82E+13,4.95E+12,2.9E+12,5.7E+11,1.4E+12,4.24E+12,5.85E+11,3.23E+13,2.26E+12,-8.93E+12,1.31E+13,9E+13,1.23E+13,4.39E+12,2.25E+13,1.17E+13,4.08E+11,1.56E+14,7.62E+13,8.75E+12,3.78E+11,2.21E+14,4.17E+13,5.84E+13,1.04E+14,9.96E+13,4.08E+11,TRUE,3232.64209,3469.419189,0.07324569,0,infrastructures,188.4,4018.48249,21.32952489,0.187751004,0.258917589,0.649264706,0.1375,9.929245283,0.714041096,0.542431507,0.412148594,0.615384615,0.084615385
TOWR.JK,1.81E+12,3.78E+12,4.65E+12,2.9E+12,5.51E+11,8.8E+11,36091000000,2.34E+12,2.34E+12,2.35E+12,3.88E+12,53887000000,55910386875,2.2E+11,6.65E+11,-8.6E+11,6.45E+12,6.34E+11,20576000000,5.94E+11,5.1E+11,2608000000,3.18E+12,3.6E+11,8.8E+11,2.95438E+12,1.32E+13,2.24E+11,-11134000000,1.38E+12,7.27E+12,3.86E+12,2.65065E+12,1.7E+12,1.04E+12,4.11629E+11,2.26E+13,8.7E+12,1.94E+12,1.4E+11,2.77E+13,2.47E+12,4.57E+12,1.89E+13,8.72E+12,-5.11E+11,TRUE,616.5612793,742.3891602,0.204080089,0,infrastructures,46,724.8249027,15.7570631,0.268348624,0.163424125,0.720930233,0.362790698,4.295454545,0.5404814,0.462582057,1.736238532,0.232851986,0.084476534
TPIA.JK,1709877000,86282000,171112000,38775000,15128000,47507000,5452000,22882000,22882000,23647000,86570000,2508000,55910386875,50738000,87050000,-54029000,1880989000,677395000,459075000,660158000,380947000,3.34698E+11,1.4E+11,6.52784E+11,47507000,292583000,719738000,5.32163E+12,-765000,169535000,1755540000,78899000,71000,27759000,186519000,4.11629E+11,2047650000,895570000,68047000,79941000,3451211000,1389124000,783962000,1690219000,1755540000,-2991000,TRUE,1460.980957,2570.23999,0.759256326,1,basic_materials,0.000325,1705.993217,5249209.898,0.013034166,0.032348686,0.090969166,0.012164877,1.816195508,1.771927721,1.160303688,0.448742267,0.545022892,0.006630136
UNTR.JK,6.32E+13,1.62E+13,2.12E+13,1.55E+13,4.34E+12,7.62E+11,2.9E+12,1.13E+13,1.13E+13,1.11E+13,1.68E+13,2.23E+11,55910386875,4.63E+12,4.63E+12,-1.14E+12,8.44E+13,2.09E+13,9.7E+12,1.21E+13,9.33E+11,1.93E+12,1.51E+12,2.82E+12,7.62E+11,1.12E+13,1.02E+13,2.05E+12,1.77E+11,2.22E+13,5.54E+13,8.04E+12,3.15E+11,3.29E+12,7.41E+12,-3.48E+11,4.6E+13,4.69E+13,2.51E+12,1.0412E+12,1.12E+14,5.08E+13,3.26E+13,5.06E+13,5.82E+13,5.16E+11,FALSE,22522.71875,18646.99219,-0.17208076,-1,industrials,3033,24538.42412,8.090479433,0.194158076,0.204030227,0.251184834,0.133886256,21.25984252,1.558282209,153.5042601,0.21838488,0.753571429,0.100892857
UNVR.JK,2.09E+13,1.01E+13,2.2E+13,9.9E+12,2.51E+12,2.3E+11,1.74673E+12,7.39E+12,7.39E+12,7.39E+12,1.01E+13,2.60449E+11,55910386875,1.02E+13,1.19E+13,-2.22E+11,4.29E+13,4.52E+12,96000000000,6.29E+11,76300000000,3.34698E+11,1.4E+11,61925000000,2.3E+11,2.43E+12,5.84044E+12,1.4E+11,-2.13705E+11,5.37E+12,4.82E+12,44217000000,2.65065E+12,8.78E+11,1.38E+12,4.11629E+11,1.16E+13,5.09E+12,1.4E+11,1.4E+11,2.06E+13,8.53E+12,1.31E+13,1.54E+13,5.28E+12,1.4E+11,FALSE,8080.275879,7687.885742,-0.048561478,0,consumer_noncylicals,193.8,9157.848837,47.25412197,1.399621212,1.346666667,0.512820513,0.172261072,43.91304348,0.651145038,0.468625954,3.457979056,2.082524272,0.358737864
WEGE.JK,4.1E+12,4.77E+11,4.65E+11,4.57E+11,435186326,20390605136,30445110109,4.52E+11,4.52E+11,4.56E+11,3.92E+11,1.41E+11,55910386875,11280822774,70987446742,2.05E+11,4.57E+12,1.88E+12,5.23E+11,1.46E+12,9.57E+11,47411258,1.4E+11,6.52784E+11,20390605136,3.6E+11,5.84044E+12,4.39E+11,-4708602241,2.92E+12,2.43E+12,4.59E+11,2.65065E+12,25868493086,6.8E+11,4.11629E+11,2.74E+11,8.62E+11,1.44226E+12,12238413512,6.2E+12,5.09E+12,3.06E+12,3.74E+12,2.43E+12,7448287464,TRUE,208.7213593,275.7674255,0.321222833,1,infrastructures,47.19,330.0077821,6.993171903,0.18600823,0.151910828,0.101750547,0.098905908,23.39312624,1.663398693,1.435372031,3.457979056,0.737096774,0.072903226
WIIM.JK,9.62E+11,48785714919,4.32E+11,42874167628,15546076147,5911547291,1314897231,27273075178,27273075178,27328091481,28648240061,19716059295,5290144484,1.87E+11,4.01E+11,14225927567,1.39E+12,84198554600,3.04E+11,2.65E+11,2.1E+11,12111552052,1.4E+11,6.52784E+11,5911547291,5.53E+11,29194251603,1.4E+11,-55016303,66109903351,1.03E+12,20646466455,2.65065E+12,38377473750,79712836845,4.11629E+11,3.29E+11,5.09E+11,7857166428,14576866437,1.3E+12,9.48E+11,1.57E+11,2.66E+11,1.03E+12,8.2422E+11,TRUE,127.1254425,153.2590485,0.205573373,1,consumer_noncylicals,12.99,229.7431907,17.68615787,0.026478714,0.042682165,0.310791367,0.019620917,8.25261349,6.038216561,2.201826559,0.035972251,1.069230769,0.020979289
WIKA.JK,2.37E+13,3.67E+12,3.48E+12,2.79E+12,1.68E+11,8.84E+11,2.71E+12,2.29E+12,2.29E+12,2.62E+12,2.55E+12,2.60449E+11,54472388000,1.86E+11,9.21E+11,9.32E+11,2.72E+13,1.44E+13,6.56E+12,1.03E+13,8.97E+11,38148742000,2.77E+11,4847052000,8.84E+11,6.85E+12,8.73E+12,5.6E+12,-3.36E+11,2.14E+13,1.27E+13,6.6E+12,1.06E+11,1.97E+12,3.65E+12,1.79E+12,3.72E+12,7.26E+12,1E+12,1.4E+11,6.21E+13,4.23E+13,3.03E+13,4.29E+13,1.65E+13,1.79E+12,TRUE,1563.898193,1914.044556,0.223893322,1,infrastructures,254.74,2075.758755,8.148538726,0.138787879,0.115408805,0.127941176,0.084191176,4.15158371,1.396039604,1.050825083,0.58969697,0.438003221,0.036876006
WOOD.JK,1.39E+12,4.95E+11,7.44E+11,2.84E+11,65639976343,2.12E+11,9983501899,2.17E+11,2.17E+11,2.18E+11,4.9E+11,7411599043,4155529257,1.36E+11,2.54E+11,-2.07E+11,2.14E+12,1.6E+11,2.27E+11,23692110967,6.31E+11,25177370168,5067634643,6.52784E+11,2.12E+11,1.78E+12,1.73E+11,21134000000,-591669245,9.63E+11,2.69E+12,80634876420,10000000,79089871116,1.03E+11,6223118463,2.39E+12,7.86E+11,1.34E+11,1.4E+11,5.52E+12,3.05E+12,2.35E+12,2.81E+12,2.69E+12,1.05E+12,TRUE,606.0393677,675.0194092,0.113821057,0,consumer_cylicals,34.49,787.2373541,22.82509,0.080669145,0.15615142,0.347663551,0.101401869,2.33490566,1.29787234,0.479443451,0.114126394,0.387681159,0.039311594
WSBP.JK,5.9E+12,1.26E+12,1.56E+12,9.49E+11,1.43E+11,3.12E+11,1.74673E+12,8.06E+11,8.06E+11,8.06E+11,1.29E+12,39322731339,55910386875,84723204719,2.57E+11,-3.01E+11,7.47E+12,1.65E+12,3.94E+12,4.69E+11,2.64E+12,3.34698E+11,6.62E+11,6.52784E+11,3.12E+11,1.54E+12,1.99E+12,5.32163E+12,-2.13705E+11,6.67E+12,8.13E+12,7.05E+11,4.16E+12,76065469233,44517546596,3.07E+11,5.74E+12,1.79E+12,1.44226E+12,1.4E+11,1.61E+13,9.7E+12,5.98E+12,8.01E+12,8.13E+12,-4.69E+11,FALSE,336.9689026,287.5599976,-0.146627492,-1,basic_materials,32.88,369.8910506,11.24972782,0.099138991,0.124505929,0.208835341,0.10789826,4.038461538,1.622073579,1.21722408,3.457979056,0.463975155,0.050062112
WSKT.JK,2.58E+13,4.95E+12,5.6E+12,1.33E+12,3E+11,3.62E+12,1.12E+13,9.38E+11,9.38E+11,1.03E+12,4.04E+12,8E+11,55910386875,4E+11,2.09E+12,-2E+12,3.14E+13,1.51E+13,5.55E+12,9.26E+12,1.36E+12,1542424572,7.55E+11,2E+12,3.62E+12,4.47E+12,4.39E+13,5.83E+12,-90756003004,3.17E+13,-3.95E+13,1.65E+12,2.65065E+12,4.83E+11,4.55E+12,7.4E+11,8.67E+12,8.56E+12,4.1E+12,1.4E+11,1.23E+14,4.9E+13,4.5E+13,9.35E+13,1.79E+13,7.4E+11,FALSE,1600.783203,1477.872559,-0.076781568,0,infrastructures,69.11,1801.108949,26.06148096,0.052402235,0.063461538,0.178343949,0.029872611,1.367403315,1.088888889,0.913333333,2.681564246,0.255284553,0.007626016
WTON.JK,6.13E+12,7.72E+11,9.51E+11,6.26E+11,1.16E+11,1.46E+11,70727962384,5.12E+11,5.12E+11,5.11E+11,7.95E+11,44578959963,8219042470,21835770439,1.53E+11,-1.25E+11,7.08E+12,8.99E+11,9.73E+11,1.6E+12,8.72E+11,3911023727,1.4E+11,6.52784E+11,1.46E+11,1.15E+12,5E+11,73588120908,1634987272,3.62E+12,3.44E+12,83319023727,52007487274,1.5538E+12,1E+11,4.11629E+11,3.01E+12,1.41E+12,2.5E+11,1.4E+11,1.03E+13,7.17E+12,6.2E+12,6.83E+12,3.44E+12,-58246193143,TRUE,335.2594604,413.1932678,0.23245819,1,basic_materials,58.79,507.7354086,8.636424708,0.148837209,0.188292683,0.134322034,0.072316384,5.287671233,1.156451613,0.864516129,0.218023256,0.687378641,0.049708738
