Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,researchDevelopment,sellingGeneralAdministrative,totalOperatingExpenses,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherCurrentAssets,otherCurrentLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,class,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
PPRE.JK,2.35E+12,3.57E+11,4.52E+11,1.57E+11,9987168433,2E+11,7.34E+11,76929163044,76929163044,1.47E+11,3.87E+11,8257398834,58576637243,2.0016E+12,65253237766,2.81E+12,1.35E+12,7.5E+11,2.55E+11,1.02E+12,2.79102E+11,5.49411E+11,2.47E+11,3719899146,1.26E+11,1.98E+11,1.31E+11,7.34E+11,3.19E+12,1.99E+12,3.77807E+11,6300122152,6.39462E+11,2.41E+12,3.75E+11,1.62E+12,6.17541E+11,7.03E+12,4.22E+12,3.62E+12,4.05E+12,2.25E+12,18629958023,FALSE,261.0097423,173.1837006,-0.336485684,-1,infrastructures,7.52,202.1983806,26.88808253,0.034190739,0.104692082,0.160854093,0.027376926,1.785,1.165745856,1.623366447,0.808,0.399715505,0.010942982
PSAB.JK,143758326,50157356,93388820,17800931,9504947,32356425,73776032,-2947477,-2947477,8295984,36548627,4291063,58576637243,24727164,56840193,237147146,28015945,102481975,6543873,58830001,2.79102E+11,5.49411E+11,10048411,128495,41700563,145952171,2.19354E+12,73776032,31065965,314785570,3.77807E+11,834387,2124832,673617526,162147122,109642111,1423534,840843840,140301287,212920060,442105332,324962476,3.08079E+11,FALSE,278,139,-0.5,-1,basic_materials,-0.0001,183.5020243,-1835020.243,-0.009070207,0.079878096,0.393801155,-0.012428895,1.550151353,0.658938791,0.18332407,0.786534757,0.282034707,-0.00350538
PTBA.JK,1.58E+13,1.05E+13,1.35E+13,1.04E+13,2.32E+12,1.11E+11,1.94E+11,7.91E+12,7.91E+12,8.04E+12,9.91E+12,47338000000,58576637243,1.25E+12,3.57E+12,2.93E+13,1.27E+12,5.94E+11,4.39E+12,1.15E+12,7.69E+11,5.49411E+11,1.02E+11,3.59694E+12,1.21E+12,2240000000,5.2E+12,1.94E+11,3.1E+12,2.4E+13,57115000000,71328000000,6.39462E+11,1.05E+13,8.38E+12,3700000000,9.35E+12,3.61E+13,1.82E+13,7.5E+12,1.19E+13,2.41E+13,43257000000,TRUE,2319.498633,2307.003174,-0.005387138,1,energy,702,2486.194332,3.541587368,0.328215768,0.367132867,0.460750853,0.26996587,94.59459459,2.426666667,2.245333333,0.000246473,0.811634349,0.219113573
PTPP.JK,1.46E+13,1.72E+12,2.17E+12,3.77E+11,15608378571,1.34E+12,3.48E+12,2.66E+11,2.66E+11,3.61E+11,1.1E+12,3.6E+11,58576637243,2.34E+11,1.08E+12,1.68E+13,1.61E+13,4.71E+12,6.6E+12,6.2E+11,2.79102E+11,5.49411E+11,2.77E+11,3.3829E+12,1.09E+13,8.39E+12,1.14E+12,3.48E+12,1.28E+13,7.19E+12,24882748,5.37E+11,8.23E+11,6.88E+12,2.66E+11,1.11E+13,68257741103,5.56E+13,3.37E+13,3.01E+13,4.12E+13,1.09E+13,8099771019,FALSE,1865,990,-0.469168901,-1,infrastructures,43,1244.251012,28.93607005,0.02440367,0.06745098,0.129166667,0.015833333,1.28358209,1.119601329,0.646785971,1.788073394,0.302158273,0.004784173
PWON.JK,2.95E+12,1.87E+12,2.76E+12,1.56E+12,13811705000,3.08E+11,3.13E+12,1.38E+12,1.38E+12,1.55E+12,2.27E+12,10886632000,58576637243,2.34E+11,4.94E+11,5.71E+12,2.15E+11,3.62E+11,6.44E+12,1.2E+12,53547643000,5.49411E+11,3.42089E+12,3.59694E+12,3.98E+12,5.66E+12,1.58E+11,3.13E+12,2.52E+11,1.6E+13,3.77807E+11,1.13808E+12,13512486000,2.34E+12,1.44E+13,49962237000,4965031000,2.89E+13,1.15E+13,3.02E+12,9.69E+12,1.6E+13,3.08079E+11,FALSE,510.3603527,459.8198242,-0.099029104,0,properties_realestate,28.71,498.9190283,17.37788326,0.08625,0.072256569,0.483362522,0.241681261,6.071428571,3.80794702,2.21753809,0.35687264,0.197577855,0.047750865
RAJA.JK,82725743,7111172,15420887,4651666,1254935,2459506,23332147,2252268,2252268,3396731,2832811,2000349,58576637243,3005259,12588076,98146630,7653069,23215570,38856296,10964473,2048601,109379,24704291,9944568,492821,98794490,12202548,23332147,18043223,67136250,3.77807E+11,1.13808E+12,5552967,127348194,62034452,8770482,6.17541E+11,245586152,66717853,19701199,120468896,101785109,3.08079E+11,FALSE,245.6743978,178.3703918,-0.273956125,-1,energy,0.00053,213.4736842,402780.5362,0.022127677,0.031481389,0.157120902,0.022947991,2.891300936,3.386486934,1.623366447,1.056784957,0.399642363,0.009170989
RALS.JK,1.38E+12,2.21E+11,1.21E+12,1.92E+11,21036000000,29006000000,2.47059E+12,1.71E+11,1.71E+11,1.71E+11,-64522000000,1.77E+11,58576637243,2.62E+11,1.27E+12,2.59E+12,6.07E+11,1.48E+11,1.58E+12,3.55E+11,81666000000,5.49411E+11,3.42089E+12,3.59694E+12,5.93E+11,6.36953E+12,2.19354E+12,2.47059E+12,49308000000,3.59E+12,3.77807E+11,1.13808E+12,6.39462E+11,1.7E+12,3.67E+12,3.03652E+12,1E+12,5.09E+12,3.24E+12,9.02E+11,1.49E+12,3.6E+12,6.31E+11,FALSE,740.8088379,626.1029663,-0.154838692,0,consumer_cylicals,26.12,716.659919,27.43720976,0.0475,0.052769819,0.467181467,0.066023166,7.619113287,3.592017738,2.91497561,0.791407598,0.508840864,0.033595285
SCMA.JK,2.89E+12,1.78E+12,3.04E+12,1.73E+12,3.88E+11,51320323000,1.07E+12,1.35E+12,1.35E+12,1.34E+12,1.75E+12,2.17E+11,58576637243,1.99E+11,1.29E+12,5.93E+12,4.92E+11,4.49E+11,3.23E+12,7.4E+11,24500505000,5.49411E+11,6.19E+11,5.9352E+11,7.84E+11,6E+11,17516257000,1.07E+12,2.01E+12,5.18E+12,3.77807E+11,2.55E+11,1.78E+12,1.8E+12,6.28E+12,1460353000,88833492000,9.91E+12,6.66E+12,1.7E+12,2.45E+12,6.39E+12,2.91E+12,FALSE,454.417472,322.0437012,-0.291304316,-1,consumer_cylicals,21.32,381.4777328,17.89295182,0.211267606,0.21680877,0.512647555,0.227655987,34.6841153,3.917647059,3.134607936,0.094125251,0.598385469,0.136226034
SIDO.JK,1.73E+12,1.61E+12,2.29E+12,1.61E+12,3.52E+11,739000000,7000000,1.26E+12,1.26E+12,1.26E+12,1.56E+12,-410000000,58576637243,5.14E+11,7.26E+11,4.02E+12,1.89E+11,6.49E+11,1.08E+12,1.5E+12,59600000000,5.49411E+11,91366000000,38745000000,4.55E+11,6.36953E+12,2.19354E+12,7000000,6.67E+11,3.34E+12,3.77807E+11,18240000000,6.39462E+11,1.6E+12,1E+12,3.03652E+12,6.17541E+11,4.07E+12,2.24E+12,5.43E+11,5.98E+11,3.47E+12,1157000000,TRUE,732.9671359,828.8151855,0.130767186,1,healthcare,42.28,795.365524,18.81186197,0.363112392,0.456478594,0.569651741,0.313432836,2178.619756,4.125230203,1.623366447,0.791407598,0.987714988,0.30958231
SIMP.JK,1.45E+13,2.96E+12,5.15E+12,2.28E+12,9.44E+11,6.81E+11,4.12E+12,9.84E+11,9.84E+11,1.33E+12,3.69E+12,1.36E+11,58576637243,9.19E+11,1.46E+12,1.97E+13,7.55E+11,2.5E+12,3.73E+12,3.16E+12,3.88E+11,27529000000,2.32E+12,6.67757E+11,3.53E+12,3.09E+12,1.3E+12,4.12E+12,1.56E+12,1.27E+13,3.77807E+11,1.13808E+12,-1.88E+11,1.96E+13,1.04E+13,6.61E+12,6.17541E+11,3.6E+13,9.53E+12,9.16E+12,1.62E+13,1.57E+13,2.61E+11,TRUE,415.1757332,443.3872375,0.067950755,1,consumer_noncylicals,64,468.9878543,7.327935223,0.062675159,0.110283159,0.26142132,0.049949239,4.346549192,1.040393013,1.623366447,0.617834395,0.547222222,0.027333333
SMBR.JK,9.77E+11,2.49E+11,7.74E+11,68354164000,16536859000,1.8E+11,36537000,51815794000,51815794000,51817305000,2.33E+11,33598574000,675357000,3.02E+11,5.41E+11,1.75E+12,2.51E+11,1.27E+12,5.35E+11,9.93E+11,2.79102E+11,5.49411E+11,3.42089E+12,1.07555E+11,2.82E+11,1.59E+12,25000000,36537000,4.76E+11,3.36E+12,3.77807E+11,620785000,6.39462E+11,4.28E+12,2.39E+11,58854644000,6.17541E+11,5.82E+12,1.31E+12,4.73E+11,2.35E+12,3.47E+12,3.08079E+11,FALSE,1045,620,-0.406698565,-1,basic_materials,5,764.3724696,152.8744939,0.014932505,0.046568169,0.442285714,0.029609025,1.383333333,2.769556025,1.623366447,0.475174249,0.300687285,0.008903057
SMGR.JK,2.4E+13,5.05E+12,1.1E+13,3.47E+12,1.39E+12,1.58E+12,3.63E+12,2.02E+12,2.02E+12,2.08E+12,5.13E+12,3.36E+11,58576637243,3.05E+12,5.82E+12,3.5E+13,7.61E+12,1.46E+12,2.47E+12,5.93E+11,4.74E+11,5.49411E+11,1.34E+12,2.47266E+12,4.62E+12,1.44E+13,55272000000,3.63E+12,5.87E+12,3.23E+13,31271000000,1.13808E+12,1.16E+12,5.47E+13,3.27E+13,3.51E+12,1.36E+12,7.65E+13,1.53E+13,1.42E+13,3.67E+13,3.62E+13,3.08079E+11,FALSE,11884.92625,7063.008789,-0.405717071,-1,basic_materials,344,9618.724696,27.961409,0.055801105,0.08105939,0.314285714,0.057714286,3.196202532,1.077464789,0.683098592,0.494751381,0.45751634,0.026405229
SMRA.JK,2.97E+12,1.53E+12,2.59E+12,5.47E+11,-2734331000,9.85E+11,2.57E+12,3.24E+11,3.24E+11,5.5E+11,1.56E+12,50807372000,58576637243,5.07E+11,1.04E+12,5.57E+12,70857638000,1.31E+12,2.77E+12,1.65E+12,2654491000,5.49411E+11,3.42089E+12,3.59694E+12,9.25E+12,4.12E+12,72887190000,2.57E+12,3.44E+11,8.66E+12,3.77807E+11,80978217000,-1665128000,3.18E+11,5.58E+12,2.92E+12,6.17541E+11,2.6E+13,1.3E+13,6.97E+12,1.48E+13,8.66E+12,3.08079E+11,TRUE,776.2247645,825.807373,0.063876613,1,properties_realestate,20.82,860.1089693,41.31167,0.037413395,0.080399369,0.464991023,0.058168761,1.553299492,1.865136298,1.623366447,0.812933025,0.214230769,0.012461538
SMSM.JK,2.83E+12,9.39E+11,1.34E+12,9.22E+11,1.94E+11,16441000000,3.91E+11,6.62E+11,6.62E+11,7.28E+11,9.09E+11,5849000000,58576637243,1.58E+11,4.29E+11,4.16E+12,2.7E+11,49899000000,6.61E+11,1.44E+11,62513000000,5.49411E+11,3.42089E+12,3.59694E+12,1.1E+12,53351000000,30970000000,3.91E+11,9.47E+11,2.51E+12,3.77807E+11,1.13808E+12,29037000000,8.59E+11,2.27E+12,1.23E+11,6.17541E+11,3.87E+12,2.8E+12,6.69E+11,9.57E+11,2.52E+12,3.08079E+11,TRUE,1234.217909,1279.472412,0.036666542,1,consumer_cylicals,115,1343.987854,11.6868509,0.262698413,0.293345829,0.322115385,0.159134615,57.11331428,4.185351271,1.623366447,0.069980556,1.074935401,0.171059432
SOCI.JK,92962624,23329046,35798503,7727293,2294916,15601753,297124,5419028,5419028,5432377,26188605,333253,58576637243,3636487,9609898,128761127,3961419,102233949,41887846,65774670,89452,19609002,3.42089E+12,3.59694E+12,7008257,218849502,2.19354E+12,297124,23741287,367150439,3.77807E+11,1.13808E+12,6.39462E+11,505381572,190341820,30895834,6.17541E+11,629210009,103996925,41640725,261762446,367150439,3.08079E+11,FALSE,264,196,-0.257575758,-1,energy,0.0008,207.4696356,259337.0445,0.014759694,0.039704332,0.278022598,0.042085901,1.495283639,2.497481132,1.623366447,0.680226167,0.20463935,0.008612431
SRIL.JK,1217267309,-1065147464,-369744178,-1181388693,-100050321,116241229,0,-1081338372,-1081338372,-1081338372,-500387264,52587808,402812,64230776,130643086,847523131,55899979,44669942,8739530,167476063,98722699,5.49411E+11,3.42089E+12,3.59694E+12,379565612,0,2.19354E+12,0,123623696,-398816550,2085794,8073406,6.39462E+11,545633338,-601807248,1380053655,6.17541E+11,1234193246,589321220,1578580872,1633009796,-398816550,3.08079E+11,FALSE,262,146,-0.442748092,-1,consumer_cylicals,-0.0529,172.2672065,-3256.468932,2.711367851,3.092873796,-0.436264409,-1.27588066,-9.163250192,0.373323426,1.623366447,-3.460372081,0.68670213,-0.876149967
SSIA.JK,1.84E+12,30766923717,5.17E+11,-1.96E+11,-5258238038,2.27E+11,4.66E+11,-2E+11,-2E+11,-1.91E+11,53692570934,34833931589,58576637243,92689366601,4.63E+11,2.35E+12,5.47E+11,2.9E+11,7.82E+11,5.88E+11,44389505652,5.49411E+11,3.42089E+12,4059068358,5.53E+11,1.95E+12,3.1E+11,4.66E+11,1.43E+12,3.58E+12,3.77807E+11,2.67E+11,1.53E+11,1.19E+12,2.61E+12,3.51E+11,87969390382,7.75E+12,3.01E+12,1.45E+12,3.7E+12,3.58E+12,71079768517,FALSE,585,484,-0.172649573,0,infrastructures,-44.02,485.8178138,-11.03629745,-0.055865922,0.004883639,0.22,-0.085106383,0.135537109,2.075862069,1.586185786,0.64273743,0.303225806,-0.025806452
SSMS.JK,3E+12,2.38E+12,2.21E+12,1.87E+12,3.47E+11,5.1E+11,32517120000,1.52E+12,1.52E+12,1.53E+12,1.67E+12,69190004000,58576637243,2.1E+11,5.36E+11,5.2E+12,1.96E+11,5.41E+11,1.83E+12,9.53E+11,88475362000,5.49411E+11,3.42089E+12,11325090000,7.14E+11,6E+12,1.95E+12,32517120000,6.68E+11,6.06E+12,3.77807E+11,1.13808E+12,-2.21E+11,4.42E+12,3.56E+12,2.57E+11,6.17541E+11,1.39E+13,3.5E+12,1.46E+12,7.74E+12,6.07E+12,3.08079E+11,FALSE,1078.920604,855.291626,-0.207271024,0,consumer_noncylicals,159.11,973.1781377,6.116385756,0.250411862,0.191318328,0.425,0.292307692,4.666666667,2.397260274,1.623366447,1.030807249,0.374100719,0.109352518
TBIG.JK,1.47E+12,4.01E+12,4.71E+12,1.94E+12,3.35E+11,2.08E+12,5.16E+11,1.55E+12,1.55E+12,1.6E+12,4.3E+12,72154000000,58576637243,17015000000,4.03E+11,6.18E+12,37435000000,-6.41E+11,6.29E+11,4.53E+11,0,5.49411E+11,3.81E+11,18069000000,2.26E+11,2.31E+13,2.19354E+12,5.16E+11,1.11E+12,8.87E+12,3.77807E+11,1.13808E+12,6.39462E+11,3.71E+13,3.36E+12,5.61E+12,6.17541E+11,4.19E+13,3.02E+12,8.43E+12,3.21E+13,9.27E+12,1.03E+12,TRUE,1613.922655,2912.071533,0.804343922,1,infrastructures,74.25,2707.854251,36.46941752,0.167206041,0.119808784,0.762135922,0.250809061,1.927884615,0.358244365,1.623366447,3.097087379,0.147494033,0.03699284
TBLA.JK,1.28E+13,1.86E+12,3.14E+12,1.02E+12,2.31E+11,8.39E+11,8026000000,7.95E+11,7.95E+11,7.92E+11,1.99E+12,3.72E+11,58576637243,3.89E+11,1.15E+12,1.6E+13,3.17E+12,4.87E+11,6.9E+11,6.68E+11,2589000000,5.49411E+11,3.42089E+12,3.59694E+12,3E+12,7.49E+12,2.19354E+12,8026000000,3.47E+12,6.48E+12,9695000000,6.28E+11,15772000000,1.17E+13,5.04E+12,2.18E+12,6.17541E+11,2.11E+13,9.3E+12,6.21E+12,1.46E+13,6.48E+12,8157000000,FALSE,815.8388164,704.1976929,-0.136842133,0,consumer_noncylicals,148.682556,862.8137652,5.80305981,0.122685185,0.124916051,0.19625,0.0496875,2.216924911,1.497584541,1.623366447,1.492283951,0.758293839,0.037677725
TINS.JK,1.12E+13,2.07E+12,3.43E+12,1.73E+12,4.25E+11,3.41E+11,195000000,1.3E+12,1.3E+12,1.3E+12,2.12E+12,2.15E+11,58576637243,4.98E+11,1.32E+12,1.46E+13,8.86E+11,64383000000,1.78E+12,3.72E+11,3.65E+11,5.49411E+11,3.42089E+12,3.59694E+12,3.15E+12,1.43E+12,2.14E+11,195000000,1.9E+12,6.31E+12,92519000000,1.85E+11,6.39462E+11,3.7E+12,3.61E+11,3.67E+12,109000000,1.47E+13,7.42E+12,5.69E+12,8.38E+12,6.31E+12,3.08079E+11,FALSE,1453.735314,1410.123291,-0.029999975,0,basic_materials,175,1669.37247,9.539271257,0.206022187,0.229744728,0.234931507,0.089041096,6.070381232,1.304042179,0.646767838,0.808240887,0.993197279,0.088435374
TKIM.JK,884012000,302736000,140447000,257533000,8527000,45203000,2.47059E+12,249006000,249006000,249006000,50722000,1674000,58576637243,68778000,89725000,1024459000,143145000,29215000,205555000,684810000,1548000,5.49411E+11,3.42089E+12,37725000,282369000,656679000,1392249000,2.47059E+12,48399000,1718213000,3.77807E+11,1.13808E+12,-1986000,799478000,1029275000,471913000,212650000,3161834000,805333000,677560000,1405896000,1755938000,3.08079E+11,FALSE,10077.10816,7495.945801,-0.256141178,-1,basic_materials,0.0798,9597.57085,120270.3114,0.141807968,0.121860954,0.137093822,0.243060972,6.697254607,1.188578133,0.688653403,0.642728844,0.324007838,0.07875366
TLKM.JK,4.33E+13,4.8E+13,9.99E+13,4.37E+13,9.73E+12,4.37E+12,2.38E+13,2.48E+13,2.48E+13,3.39E+13,4.39E+13,4.2154E+11,82000000000,2.36E+13,5.6E+13,1.43E+14,1.72E+13,2.71E+12,3.83E+13,4.95E+12,3.82E+12,5.43E+12,1.09E+12,1.3811E+13,7.79E+11,3.63E+13,1.39E+11,2.38E+13,1.17E+13,1.07E+14,3.9E+11,1.13808E+12,9.4E+12,1.79E+14,8.93E+13,1.64E+13,4.29E+11,2.77E+14,6.13E+13,6.91E+13,1.32E+14,1.22E+14,3.08079E+11,TRUE,3049.104551,3897.44458,0.278225956,1,infrastructures,251.13,3476.923077,13.8451124,0.203278689,0.230880231,0.698601399,0.173426573,10.98398169,0.887120116,0.729797395,0.431967213,0.516245487,0.089530686
TOWR.JK,2.34E+12,5.03E+12,6.3E+12,3.72E+12,2.68E+11,1.31E+12,31019000000,3.43E+12,3.43E+12,3.45E+12,5.42E+12,1.54E+11,58576637243,2.57E+11,8.75E+11,8.64E+12,5.22E+11,20576000000,4.75E+12,5.1E+11,12715000000,6.87E+11,1.55E+13,1.18446E+12,3.63374E+12,2.8E+13,2.19354E+12,31019000000,2.18E+12,-4.63E+12,3.77807E+11,1.13808E+12,23912000000,3.98E+13,1.24E+13,1.64E+13,6.17541E+11,6.58E+13,7.4E+12,2.19E+13,5.38E+13,1.2E+13,9.31E+11,TRUE,929.7616609,1098.17395,0.181134904,1,infrastructures,69,1192.935223,17.28891628,0.285833333,0.114578588,0.729166667,0.396990741,3.839694656,0.337899543,1.623366447,3.7,0.131306991,0.05212766
TPIA.JK,2235404000,257766000,345021000,202215000,50211000,55551000,3493000,152121000,152121000,152004000,251513000,2196000,58576637243,64446000,93508000,2580425000,771819000,1474123000,1579128000,434315000,2.79102E+11,5.49411E+11,3.42089E+12,3.59694E+12,366991000,949646000,0,3493000,184813000,2924172000,66000,1.13808E+12,6.39462E+11,2047384000,994029000,119520000,706619000,4993060000,2926390000,931799000,2065395000,2924172000,3.08079E+11,FALSE,2241.992303,1829.942871,-0.183787175,0,basic_materials,0.0021,2210.197368,1052474.937,0.052021906,0.06346945,0.133707044,0.058951917,4.640168494,3.140580748,2.651387263,0.365630339,0.516802322,0.030466487
UNTR.JK,5.98E+13,1.49E+13,1.97E+13,1.45E+13,3.85E+12,4.31E+11,3.26E+12,1.03E+13,1.03E+13,1.06E+13,1.49E+13,4.2154E+11,58576637243,4.79E+12,4.79E+12,7.95E+13,1.45E+13,9.7E+12,3.33E+13,9.33E+11,2.25E+12,3.08E+12,2.43E+12,3.59694E+12,9.51E+12,2.52E+12,2.52E+12,3.26E+12,1.4E+13,6.61E+13,77098000000,1.13808E+12,-6.64E+11,3.68E+13,5.65E+13,5.55E+12,6.17541E+11,1.13E+14,6.06E+13,3.05E+13,4.07E+13,6.86E+13,3.08079E+11,FALSE,24269.80316,20953.11328,-0.136659117,0,industrials,2756,22286.1336,8.086405515,0.150145773,0.180606061,0.247798742,0.129559748,34.57076566,1.986885246,1.623366447,0.117638484,0.703539823,0.091150442
UNVR.JK,1.99E+13,7.68E+12,1.96E+13,7.5E+12,1.74E+12,1.85E+11,2.47059E+12,5.76E+12,5.76E+12,5.76E+12,7.68E+12,-1528000000,58576637243,1.03E+13,1.19E+13,3.95E+13,4.57E+12,96000000000,3.25E+11,76300000000,2.79102E+11,5.49411E+11,61925000000,4.74825E+11,2.45E+12,6.36953E+12,2.19354E+12,2.47059E+12,4.68E+12,3.78E+12,3.77807E+11,1.13808E+12,6.39462E+11,1.08E+13,4.13E+12,1.85E+12,6.17541E+11,1.91E+13,7.64E+12,1.24E+13,1.47E+13,4.32E+12,3.08079E+11,FALSE,6986.981974,3981.078613,-0.430214844,-1,consumer_noncylicals,151,5369.17004,35.55741748,1.333333333,1.146268657,0.496202532,0.145822785,41.51351351,0.616129032,1.623366447,0.791407598,2.068062827,0.301570681
WEGE.JK,2.9E+12,2.8E+11,2.7E+11,2.16E+11,88744731,63517792202,35478491722,2.14E+11,2.14E+11,2.16E+11,2.12E+11,4.2154E+11,58576637243,6584950247,58273419678,3.17E+12,2.01E+12,5.23E+11,1.47E+12,9.57E+11,299182738,5.49411E+11,3.42089E+12,3.59694E+12,5.56E+11,1.01E+11,5.13E+11,35478491722,1.78E+12,2.35E+12,3.05E+11,1.13808E+12,6.39462E+11,5.54E+11,7.42E+11,4.34E+11,6.17541E+11,5.97E+12,4.46E+12,3.06E+12,3.59E+12,2.35E+12,3.08079E+11,FALSE,249.57097,185.3842316,-0.25718832,-1,infrastructures,22.34,205.0121457,9.176908939,0.09106383,0.096219931,0.085173502,0.067507886,4.408213672,1.45751634,1.623366447,0.227659574,0.530988275,0.035845896
WIIM.JK,2.08E+12,2.17E+11,6.52E+11,2.15E+11,38007115891,2088764354,1656839471,1.77E+11,1.77E+11,1.77E+11,2.06E+11,23371306524,1852155270,2.31E+11,4.46E+11,2.73E+12,4.52E+11,3.04E+11,5.22E+11,2.1E+11,4483480627,5.49411E+11,3.42089E+12,202645640,8.54E+11,0,2.19354E+12,1656839471,99756371655,1.32E+12,3.77807E+11,1.13808E+12,6.39462E+11,2.78E+11,7.92E+11,0,6.17541E+11,1.89E+12,1.59E+12,5.43E+11,5.73E+11,1.32E+12,3.08079E+11,FALSE,497.6524353,409.2858276,-0.177566915,0,consumer_noncylicals,84.13,620.2348178,7.37233826,0.134090909,0.161098738,0.238827839,0.064835165,103.8891724,2.928176796,1.623366447,0,1.444444444,0.093650794
WIKA.JK,1.61E+13,1.35E+12,1.69E+12,1.97E+11,-17760367000,1.16E+12,4.39E+12,1.18E+11,1.18E+11,2.14E+11,9.42E+11,4.2154E+11,30209799000,2.07E+11,7.53E+11,1.78E+13,1.34E+13,6.56E+12,6.98E+12,8.97E+11,90880418000,47063112000,4847052000,9.61513E+12,1.58E+13,1.22E+13,8.24E+12,4.39E+12,1.09E+13,3.43E+12,1.11E+11,1.13808E+12,1.14E+12,5.19E+12,79761505000,1.59E+13,6.17541E+11,6.94E+13,3.72E+13,3.7E+13,5.2E+13,1.3E+13,110000000,FALSE,2000,1105,-0.4475,-1,infrastructures,13.12,1354.878543,103.2681816,0.009076923,0.041666667,0.09494382,0.006629213,1.163793103,1.005405405,1.623366447,2.161538462,0.25648415,0.001700288
WOOD.JK,3.5E+12,9.59E+11,1.92E+12,7.04E+11,1.61E+11,2.55E+11,10606808304,5.37E+11,5.37E+11,5.43E+11,9.64E+11,11390324285,5472439420,8.5E+11,9.53E+11,5.42E+12,1.73E+11,2.99E+11,1.17E+11,6.36E+11,17873744962,6342689756,3.42089E+12,3.59694E+12,2.6E+12,9.7E+11,2.19354E+12,10606808304,8.8E+11,3.63E+12,3.77807E+11,1.13808E+12,1.48E+11,2.41E+12,1.37E+12,1.64E+12,6.17541E+11,6.8E+12,4.31E+12,2.08E+12,3.16E+12,3.63E+12,3.08079E+11,TRUE,546.9135525,830.5861816,0.5186791,1,consumer_cylicals,84.59,740.48583,8.753822319,0.147933884,0.203177966,0.354243542,0.099077491,3.760784314,2.072115385,1.623366447,0.719008264,0.797058824,0.078970588
WSBP.JK,1.07E+12,-1.33E+12,3.07E+11,-1.94E+12,0,6.17E+11,2.47059E+12,-1.94E+12,-1.94E+12,-1.94E+12,-6.83E+11,3.62E+11,58576637243,5.05E+11,9.9E+11,1.38E+12,3.03E+12,3.94E+12,93663903876,2.64E+12,2.79102E+11,24994708125,3.42089E+12,46270991473,5.95E+11,0,2.19354E+12,2.47059E+12,1.8E+12,-2.82E+12,3.77807E+11,7227355890,2.88E+11,2.6E+12,-9.14E+12,5.86E+12,6.17541E+11,6.88E+12,4.21E+12,9.62E+12,9.66E+12,-2.78E+12,7.76E+11,FALSE,278,114,-0.589928058,-1,basic_materials,-79.27,183.417004,-2.313826214,0.697841727,0.48540146,0.222463768,-1.405797101,-2.155591572,0.437629938,1.623366447,-2.107913669,0.200581395,-0.281976744
WSKT.JK,1.03E+13,3.75E+12,1.9E+12,-1.09E+12,7.52E+11,4.84E+12,5.39E+12,-1.1E+12,-1.1E+12,-1.84E+12,-6.4E+11,4.85E+11,58576637243,1.27E+12,2.54E+12,1.22E+13,8.53E+12,1.25E+13,1.32E+13,2.63E+12,37409344294,47066642396,1.39E+12,4.82503E+13,4.36E+12,5.63E+13,4.32E+12,5.39E+12,2.14E+13,-3.96E+13,3.77807E+11,6.52E+11,9.03E+11,5.48E+12,-7.69E+12,1.15E+13,6203426823,1.04E+14,4.26E+13,2.73E+13,8.81E+13,1.01E+13,3.08079E+11,FALSE,1470,635,-0.568027211,-1,infrastructures,-41.66,1062.044534,-25.49314772,-0.108910891,0.048891786,0.155737705,-0.090163934,0.774793388,1.56043956,1.267626499,6.712871287,0.117307692,-0.010576923
WTON.JK,4.09E+12,1.66E+11,2.25E+11,78646542746,-2787414823,87741311489,64427836446,82908013359,82908013359,81433957569,1.15E+11,4.2154E+11,3941400041,17026019268,1.11E+11,4.31E+12,2.43E+12,9.89E+11,1.74E+12,8.72E+11,32006669957,5.49411E+11,3.42089E+12,3.59694E+12,1E+12,4.57E+11,43512390873,64427836446,2.26E+12,3.38E+12,67981135524,1.13808E+12,6.39462E+11,3.21E+12,1.15E+12,9.21E+11,6.17541E+11,8.93E+12,5.49E+12,4.94E+12,5.48E+12,3.38E+12,3.08079E+11,FALSE,382.5863515,243.7952881,-0.362770556,-1,basic_materials,9.51,292.2834008,30.73432185,0.024528998,0.04160401,0.052204176,0.019236198,1.89192522,1.111336032,1.623366447,0.407692308,0.482642777,0.009284212
