Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,researchDevelopment,sellingGeneralAdministrative,totalOperatingExpenses,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherCurrentAssets,otherCurrentLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,class,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
ERAA.JK,3.87E+13,1.68E+12,4.81E+12,1.5E+12,3.77E+11,1.84E+11,3.23E+11,1.01E+12,1.01E+12,1.12E+12,1.45E+12,1.03E+11,58576637243,1.44E+12,3.35E+12,4.35E+13,1.51E+12,5.98E+11,5.21E+11,1.6E+12,1.18E+11,5.49411E+11,5.97E+11,1.7089E+11,3.93E+12,2.14E+11,1.06E+11,3.23E+11,1.05E+12,5.37E+12,3.77807E+11,1.13808E+12,-69105219000,2E+12,3.99E+12,1.43E+12,6.17541E+11,1.14E+13,6.62E+12,4.28E+12,4.91E+12,6.14E+12,8960935000,TRUE,420.0767832,573.1764526,0.364456393,1,consumer_cylicals,63.68,592.8987854,9.310596504,0.164495114,0.235955056,0.110574713,0.023218391,9.130434783,1.546728972,1.623366447,0.267752443,3.815789474,0.088596491
EXCL.JK,9.53E+12,4.06E+12,1.72E+13,1.71E+12,4.2E+11,2.35E+12,2.47059E+12,1.29E+12,1.29E+12,1.29E+12,3.33E+12,65507000000,58576637243,2.74E+12,1.39E+13,2.68E+13,2.89E+11,1.22E+13,2.66E+12,1.07E+12,2.79102E+11,6429000000,6.68E+12,5.71256E+12,1.56E+11,8.53E+12,2.01E+11,2.47059E+12,6.1E+11,7.69E+12,3.77807E+11,1.13808E+12,6.39462E+11,5.19E+13,6.93E+12,1.75E+12,6.17541E+11,7.28E+13,7.73E+12,2.1E+13,5.27E+13,2.01E+13,1.34E+11,TRUE,2700.21021,3115.929688,0.15395819,1,infrastructures,120.753476,2595.789474,21.4966025,0.064179104,0.078378378,0.641791045,0.048134328,1.727659574,0.368095238,1.623366447,0.511442786,0.368131868,0.01771978
GGRM.JK,1.11E+14,7.36E+12,1.43E+13,7.29E+12,1.68E+12,74919000000,66000000,5.61E+12,5.61E+12,5.61E+12,7.35E+12,1.26E+11,58576637243,3.85E+12,6.93E+12,1.25E+14,1E+12,53700000000,4.17E+12,9.62E+11,1.23E+11,5.49411E+11,3.42089E+12,3.59694E+12,4.03E+13,1.23E+11,2.19354E+12,66000000,9.95E+12,5.93E+13,9840000000,6.19E+11,-33379000000,3.04E+13,5.81E+13,9.98E+12,75000000000,9E+13,5.93E+13,2.84E+13,3.07E+13,5.93E+13,3.08079E+11,FALSE,38532.58655,30597.82617,-0.205923378,0,consumer_noncylicals,2913,35303.34008,12.11923793,0.09460371,0.119480519,0.1144,0.04488,98.23943192,2.088028169,0.499823944,0.170370995,1.388888889,0.062333333
HMSP.JK,8.2E+13,9.18E+12,1.69E+13,9.15E+12,2.02E+12,30230000000,2.47059E+12,7.14E+12,7.14E+12,7.14E+12,8.58E+12,4.2154E+11,58576637243,8.34E+12,8.34E+12,9.89E+13,3.34E+12,2.06E+13,1.78E+13,4.65E+11,3.13E+11,5.49411E+11,60423000000,3.59694E+12,1.25E+13,6.36953E+12,85194000000,2.47059E+12,8.17E+12,2.91E+13,1.78E+12,1.13808E+12,6.39462E+11,6.04E+12,7.37E+12,3.03652E+12,21198000000,5.31E+13,4.13E+13,2.2E+13,2.39E+13,2.92E+13,3.08079E+11,FALSE,1343.77002,905.6946411,-0.326004727,-1,consumer_noncylicals,61,1188.157895,19.47799828,0.244520548,0.295176849,0.170879676,0.072194135,303.6718492,1.877272727,1.181418091,0.791407598,1.86252354,0.134463277
HOKI.JK,8.21E+11,40603166355,1.13E+11,17997743133,5464655429,22605423222,-124731445,12804501815,12804501815,12533087704,37137889312,9460974455,13915031,40163836345,75958247179,9.34E+11,1908574346,1.58E+11,4842160614,2.42E+11,4564278941,5.49411E+11,3.42089E+12,3.59694E+12,1.5E+11,13417240228,2.19354E+12,-124731445,2.83E+11,6.69E+11,3.77807E+11,1.13808E+12,-171064,4.53E+11,2.68E+11,2.72E+11,6.17541E+11,9.89E+11,4.5E+11,2.81E+11,3.2E+11,6.69E+11,3.08079E+11,FALSE,249.1657669,179.5859375,-0.27925116,-1,consumer_noncylicals,1.25,217.7024291,174.1619433,0.019139764,0.057349105,0.120985011,0.013709317,1.796169262,1.601423488,1.623366447,0.426632646,0.944388271,0.012946918
ICBP.JK,3.65E+13,1.18E+13,2.03E+13,9.94E+12,2.03E+12,1.84E+12,2.08E+13,6.39E+12,6.39E+12,7.9E+12,1.19E+13,1.51E+11,58576637243,5.87E+12,8.38E+12,5.68E+13,3.59E+12,5.99E+12,2.04E+13,5.83E+11,4.27E+11,62613000000,5.4E+13,3.17656E+12,5.86E+12,4.07E+13,9.12E+12,2.08E+13,6.83E+12,-2.33E+13,3.77807E+11,9.27E+12,-6.35E+11,1.29E+13,2.69E+13,8.38E+11,2.84E+11,1.18E+14,3.4E+13,1.89E+13,6.33E+13,3.39E+13,3.08079E+11,FALSE,9131.827676,8489.832031,-0.070303084,0,consumer_noncylicals,548,8682.489879,15.84395963,0.188495575,0.119071645,0.357394366,0.1125,6.413043478,1.798941799,1.455767196,1.225309735,0.481355932,0.054152542
INCO.JK,717810000,223400000,235364000,220645000,54848000,2755000,10000,165797000,165797000,165797000,219154000,5372000,7797000,1835000,16210000,953174000,122244000,277760000,508327000,136413000,2.79102E+11,5.49411E+11,3.42089E+12,3.59694E+12,162023000,6.36953E+12,2.19354E+12,10000,104557000,2154451000,3.77807E+11,26000,6.39462E+11,1518963000,1712995000,3.03652E+12,6.17541E+11,2472828000,836576000,168430000,318367000,2154451000,3.08079E+11,FALSE,5151.772585,4680,-0.091574808,0,basic_materials,0.0167,5034.979757,301495.7938,0.076955568,0.096945059,0.246926584,0.173942008,81.08892922,4.966906133,1.623366447,0.791407598,0.385459078,0.067047526
INDF.JK,6.68E+13,1.73E+13,3.26E+13,1.45E+13,3.25E+12,2.84E+12,3.84E+13,7.64E+12,7.64E+12,1.12E+13,1.79E+13,1.15E+12,58576637243,8.22E+12,1.46E+13,9.93E+13,5.16E+12,2.84E+11,2.95E+13,8.78E+11,9.6E+11,8.2E+11,6.23E+13,1.15907E+13,1.36E+13,4.45E+13,1.74E+12,3.84E+13,8.46E+12,-2.56E+13,3.77807E+11,9.27E+12,7E+12,3.8E+13,3.67E+13,1.73E+13,1.15E+12,1.79E+14,5.42E+13,4.04E+13,9.27E+13,4.83E+13,3.08079E+11,FALSE,6291.763421,6070.166504,-0.035220161,0,consumer_noncylicals,870,6418.016194,7.377030108,0.158178054,0.124819625,0.328298087,0.07693857,6.091549296,1.341584158,0.968069307,1.279503106,0.554748603,0.042681564
INDY.JK,2151039318,600191690,918121801,502107483,294689659,98084207,120315132,57719504,57719504,207417824,627002912,8637998,58576637243,80661691,291118889,3069161119,297587994,253826135,867404826,56892154,26753724,3630,648036713,239419749,43740074,1311159015,138198372,120315132,518965364,-124057929,3.77807E+11,1,34739171,351933022,412988522,141175291,55124177,3691477101,2091950362,1135763896,2807763436,763398533,359945,FALSE,1655.475325,1482.72998,-0.104347882,0,energy,0.0111,1540.101215,138747.8572,0.075608613,0.234843131,0.299144217,0.01880628,6.119147092,1.841888415,1.269184883,1.902458864,0.831418165,0.015635883
INKP.JK,2288190000,903932000,1228396000,662635000,135596000,241297000,511000,527079000,527079000,527039000,861442000,6191000,58576637243,298669000,366954000,3516586000,231801000,5883000,1059616000,2189016000,2.79102E+11,5.49411E+11,3.42089E+12,3.59694E+12,441572000,1619659000,11848000,511000,1410361000,4758199000,3.77807E+11,1.13808E+12,6.39462E+11,3876396000,2536509000,1891088000,1004281000,8978445000,4702128000,2265121000,4219735000,4758199000,3.08079E+11,FALSE,10564.96439,7774.839844,-0.264092186,-1,basic_materials,0.09621,9348.076923,97163.25666,0.110772794,0.134647456,0.349314932,0.149883722,3.746138576,2.075883805,1.533806803,0.737831058,0.391669827,0.058704932
INTP.JK,9.65E+12,2.27E+12,5.13E+12,2.23E+12,4.46E+11,31636000000,2.47059E+12,1.79E+12,1.79E+12,1.79E+12,2.07E+12,30378000000,58576637243,2.3E+12,3.06E+12,1.48E+13,2.08E+12,2.7E+12,6.14E+12,1.84E+12,68173000000,5.49411E+11,3.42089E+12,3.59694E+12,2.27E+12,6.36953E+12,1.35E+11,2.47059E+12,2.62E+12,2.06E+13,3.77807E+11,1.13808E+12,6.39462E+11,1.43E+13,1.73E+13,3.03652E+12,58487000000,2.61E+13,1.13E+13,4.65E+12,5.52E+12,2.06E+13,1.59E+12,FALSE,13101.699,11488.88867,-0.123099327,0,basic_materials,486.79,11941.49798,24.53110783,0.086893204,0.105827506,0.346621622,0.120945946,71.75369832,2.430107527,1.896448817,0.791407598,0.567049808,0.068582375
IPTV.JK,2.9E+12,4.27E+11,8.37E+11,2.18E+11,25288000000,2.09E+11,1.79E+11,1.99E+11,1.99E+11,1.92E+11,4.87E+11,19619000000,58576637243,1.79E+11,3.5E+11,3.74E+12,9.52E+11,-4E+12,27967000000,1.25E+13,2.7E+11,5.49411E+11,4.43E+11,1.13205E+11,8.57E+11,1.22E+12,5.76E+11,1.79E+11,1.46E+12,7.4E+12,3.77807E+11,8.13E+11,-9.74E+11,7.9E+12,3.62E+11,7.48E+11,8E+11,1.23E+13,2.94E+12,2.66E+12,4.18E+12,7.96E+12,3.08079E+11,FALSE,320,168,-0.475,-1,consumer_cylicals,4.82,254.0323887,52.70381508,0.025,0.044294606,0.223796791,0.053208556,2.043062201,1.105263158,0.86013797,0.247236181,0.304065041,0.016178862
ITMG.JK,1156809000,623778000,920004000,621089000,145699000,2689000,-7747000,475570000,475570000,475390000,789471000,5182000,58576637243,85742000,130533000,2076813000,85262000,329028000,690970000,63892000,56888000,237579000,3.42089E+12,3.59694E+12,62447000,25806000,2.19354E+12,-7747000,199319000,1209306000,3.77807E+11,24599000,6.39462E+11,191672000,841278000,9934000,6.17541E+11,1666239000,988024000,364743000,464680000,1209306000,19211000,TRUE,10331.58401,16382.77734,0.585698508,1,energy,0.43,16167.30769,37598.38998,0.393258613,0.479277693,0.442988367,0.228990285,231.973968,2.708822376,1.623366447,0.029554141,1.246407628,0.285415238
JPFA.JK,3.69E+13,3.46E+12,8.02E+12,2.79E+12,6.63E+11,6.64E+11,8.69E+11,2.02E+12,2.02E+12,2.13E+12,3.38E+12,4.49E+11,58576637243,1.68E+12,4.64E+12,4.49E+13,2.35E+12,1.15E+12,1.09E+12,1.88E+12,4.5E+11,5.49411E+11,1.55E+11,35753000000,1.04E+13,7.13E+12,89469000000,8.69E+11,2.43E+12,1.2E+13,3.77807E+11,1.13808E+12,-56707000000,1.18E+13,9.1E+12,3E+12,2115000000,2.86E+13,1.42E+13,7.06E+12,1.55E+13,1.22E+13,1.55E+11,TRUE,1383.731417,1655.09436,0.196109548,1,consumer_noncylicals,174,1766.234818,10.15077482,0.16557377,0.160631383,0.178619154,0.044988864,5.210843373,2.011331445,0.498883144,0.830327869,1.56993007,0.070629371
JSMR.JK,8.67E+12,6.23E+12,6.5E+12,2.07E+12,1.2E+12,4.16E+12,4.89E+12,1.62E+12,1.62E+12,8.71E+11,4.94E+12,2.46E+11,58576637243,2.03E+11,1.57E+12,1.52E+13,1.72E+12,4E+12,6.28E+12,3.63E+12,0,5.49411E+11,41849000000,7.95809E+13,1.39E+11,5.76E+13,6.54E+12,4.89E+12,2.03E+12,-5.9E+13,3.77807E+11,1.59E+12,-26912000000,8.33E+11,4.71E+12,4.08E+12,1.29E+12,1.01E+14,1.04E+13,1.2E+13,7.57E+13,2.06E+13,3.08079E+11,FALSE,4650,3890,-0.16344086,0,infrastructures,222.56,4078.906883,18.32722359,0.078640777,0.07,0.427631579,0.106578947,1.497596154,0.866666667,0.8,2.994174757,0.15049505,0.016039604
KAEF.JK,8.46E+12,1E+12,4.4E+12,3.93E+11,1.03E+11,6.07E+11,92229247000,3.02E+11,3.02E+11,2.9E+11,9.25E+11,3.13E+11,41348200000,1.03E+12,3.47E+12,1.29E+13,7.86E+11,-8.85E+11,7.48E+11,5.55E+11,1.02E+11,5.49411E+11,1.34E+11,89105343000,2.69E+12,3.21E+12,2.19354E+12,92229247000,2.19E+12,6.92E+12,3.77807E+11,-1000,4.88E+12,9.87E+12,3.02E+11,4.74E+12,6.17541E+11,1.78E+13,6.3E+12,5.98E+12,1.05E+13,7.14E+12,3.08079E+11,FALSE,4250.849789,2403.37207,-0.434613739,-1,healthcare,54.42,2899.230769,53.27509682,0.042296919,0.084602369,0.341085271,0.023410853,1.647446458,1.053511706,1.623366447,1.113445378,0.724719101,0.016966292
KLBF.JK,1.5E+13,4.19E+12,1.13E+13,4.14E+12,9.11E+11,45485899893,1.69E+12,3.18E+12,3.18E+12,3.23E+12,4E+12,4E+11,5.33E+11,3.86E+12,7.28E+12,2.63E+13,1.67E+12,-34118673814,6.22E+12,4.69E+11,91861895896,5.49411E+11,2.1E+11,9.48127E+11,5.09E+12,4.9E+11,1.76E+11,1.69E+12,3.55E+12,1.84E+13,45695769806,1.13808E+12,3.77E+11,8.3E+12,1.85E+13,69999978142,2.59E+11,2.57E+13,1.57E+13,3.53E+12,4.4E+12,1.96E+13,2063200000,TRUE,1440.301038,1580.322144,0.097216555,1,healthcare,67.92,1485.364372,21.86932232,0.162244898,0.188994136,0.429657795,0.120912548,92.11645828,4.447592068,2.841076487,0.028571427,1.023346304,0.123735409
LINK.JK,9.63E+11,1.35E+12,3.5E+12,1.15E+12,2.64E+11,2.04E+11,4000000,8.85E+11,8.85E+11,8.85E+11,1.53E+12,23552000000,58576637243,5.98E+11,1.97E+12,4.46E+12,6.14E+11,1.34E+12,2.71E+11,2.86E+11,94129000000,5.49411E+11,7345000000,1.25675E+11,3.63374E+12,2.18E+12,2.19354E+12,4000000,4.43E+11,5.12E+12,3.77807E+11,1.13808E+12,6.39462E+11,8.41E+12,4.03E+12,8.03E+11,6.17541E+11,9.75E+12,8.61E+11,1.96E+12,4.5E+12,5.25E+12,4.1E+11,TRUE,2273.391057,3784.301758,0.6646066,1,infrastructures,322,3840.48583,11.92697463,0.168571429,0.173299101,0.784753363,0.198430493,6.617647059,0.439285714,1.623366447,0.568190476,0.457435897,0.090769231
LPKR.JK,1.06E+13,1.21E+12,5.55E+12,-1.11E+12,5.15E+11,2.32E+12,3.73E+12,-1.6E+12,-1.6E+12,-1.62E+12,9.43E+11,2.43E+11,58576637243,1.43E+12,4.61E+12,1.61E+13,9.38E+11,1.15E+13,4.89E+12,7.09E+12,91783000000,5.49411E+11,5.5E+11,1.30893E+11,2.34E+13,1.21E+13,2.33E+12,3.73E+12,1.67E+12,1.81E+13,3.77807E+11,1.13808E+12,7.93E+12,1.2E+13,-8.27E+12,1.42E+12,2.46E+11,5.21E+13,3.14E+13,9.61E+12,2.96E+13,1.88E+13,67850000000,FALSE,210,141,-0.328571429,-1,properties_realestate,-22.65,170.6842105,-7.535726733,-0.085106383,0.028477289,0.344720497,-0.099378882,0.521551724,3.267429761,0.708220604,0.719148936,0.309021113,-0.030710173
LPPF.JK,2.01E+12,1.14E+12,3.58E+12,1.1E+12,1.9E+11,36713000000,0,9.13E+11,9.13E+11,9.13E+11,1.06E+12,4.05E+11,58576637243,2.09E+11,2.52E+12,5.59E+12,7.3E+11,-3.61E+12,6.61E+11,2.8E+11,99455000000,5.49411E+11,3.42089E+12,3.59694E+12,7.47E+11,6.36953E+12,2.19354E+12,0,41406000000,1.01E+12,52860000000,1.13808E+12,6.39462E+11,3.31E+12,4.45E+12,0,6.17541E+11,5.85E+12,1.51E+12,2.07E+12,4.85E+12,1.01E+12,2E+11,TRUE,1192.502953,3977.083252,2.335072036,1,consumer_cylicals,351,2288.502024,6.519948786,0.903960396,0.301587302,0.640429338,0.16332737,31.05167107,0.729468599,1.623366447,0.791407598,0.955555556,0.156068376
LSIP.JK,2.72E+12,1.25E+12,1.81E+12,1.25E+12,2.56E+11,441000000,1308000000,9.91E+11,9.91E+11,9.9E+11,1.61E+12,35744000000,58576637243,79089000000,1.95E+11,4.53E+12,2.12E+11,1.03E+12,3.37E+12,6.82E+11,168000000,15355000000,3.42089E+12,2.307E+11,5.8E+11,6.36953E+12,1.26E+12,1308000000,3.07E+11,9.94E+12,3.77807E+11,1.13808E+12,11248000000,5.83E+12,8.36E+12,3.03652E+12,6.17541E+11,1.19E+13,4.31E+12,6.97E+11,1.68E+12,1.02E+13,3270000000,FALSE,1300.176517,1137.035645,-0.125475941,0,consumer_noncylicals,146,1254.251012,8.590760356,0.097156863,0.111577256,0.399558499,0.218763797,2834.46712,6.183644189,1.623366447,0.791407598,0.380672269,0.083277311
MAIN.JK,8.57E+12,2.36E+11,5.58E+11,76257016000,15880531000,1.6E+11,-2021607000,60376085000,60376085000,60376485000,1.03E+11,5208133000,58576637243,2.15E+11,4.55E+11,9.13E+12,2.8E+11,7.65E+11,1.8E+11,44775000000,1.86E+11,5.49411E+11,3.42089E+12,5.91749E+11,1.77E+12,7.8E+11,2.19354E+12,-2021607000,5.83E+11,1.46E+12,15001492000,70635156000,6.39462E+11,1.88E+12,1.22E+12,1.61E+12,6.17541E+11,5.44E+12,2.66E+12,2.12E+12,3.39E+12,2.05E+12,3.08079E+11,FALSE,745,670,-0.100671141,0,consumer_noncylicals,27,760.9109312,28.18188634,0.029451749,0.071084337,0.061117196,0.006612934,1.475,1.254716981,1.623366447,1.165853659,1.678308824,0.011098545
MAPI.JK,1.07E+13,1.16E+12,7.69E+12,6.92E+11,2.01E+11,4.71E+11,1.22E+12,4.39E+11,4.39E+11,4.9E+11,1.18E+12,1.8E+11,58576637243,1.84E+12,6.51E+12,1.84E+13,1.76E+12,5.03E+11,2.78E+12,8.3E+11,3.39E+11,1.6E+11,51624000000,27813000000,3.73E+12,0,2.4E+11,1.22E+12,6.06E+11,5.8E+12,1625000000,4916000000,1.24E+12,6.63E+12,3.28E+12,1.55E+12,3.65E+11,1.68E+13,8.21E+12,6.66E+12,9.69E+12,5.88E+12,19972000000,FALSE,795,710,-0.106918239,0,consumer_cylicals,25,762.4696356,30.49878542,0.074659864,0.114398422,0.417934783,0.023858696,2.462845011,1.232732733,0.563213213,0.263605442,1.095238095,0.026130952
MDKA.JK,260859462,68625171,120097087,56718350,23331550,11906821,23843865,36138677,36138677,33386800,89634297,1200525,58576637243,13110957,30462790,380956549,29609241,454779498,185470530,36112298,14482810,5.49411E+11,3.42089E+12,3.59694E+12,131417430,126288054,2.19354E+12,23843865,27040386,755566432,3.77807E+11,1.13808E+12,35480390,649133730,223161211,207521851,47065590,1278592659,411315044,297241459,499182362,755566432,113972,TRUE,2540,3890,0.531496063,1,basic_materials,0.001561,2840.97166,1819969.033,0.047829913,0.069929268,0.315251404,0.094862989,5.763517483,1.383774139,0.873284995,0.441800867,0.297949895,0.028264418
MEDC.JK,757476367,510835460,565765217,285700739,231900686,225134721,156610587,47019404,47019404,53800053,403544213,10541800,58576637243,42194253,162221004,1323241584,205149593,488107377,480984828,121798946,50926361,5.49411E+11,39066445,3.59694E+12,100884410,2673714588,895021991,156610587,509366073,1033659429,3.77807E+11,1.13808E+12,-66114167,2205999977,503807402,315485386,30612536,5683884139,1701563649,1006176448,4454547678,1072725874,900665,FALSE,565.2556941,439.0152893,-0.223333274,-1,energy,0.002497,591.7530364,236985.5973,0.043831705,0.109206366,0.427560034,0.035533499,2.269021223,1.691118543,1.014696219,2.786545982,0.232805869,0.008272407
MIKA.JK,2.09E+12,1.73E+12,2.26E+12,1.72E+12,3.58E+11,12215997169,6.53E+11,1.23E+12,1.23E+12,1.36E+12,1.64E+12,36136602260,58576637243,2.74E+11,6.23E+11,4.35E+12,2.06E+11,1.36E+12,1.28E+12,1.42E+11,39299881548,5.49411E+11,1.82E+11,2.53595E+11,67044051239,6.36953E+12,2.19354E+12,6.53E+11,3.01E+11,4.84E+12,3.77807E+11,1.13808E+12,18035141457,3.16E+12,4.11E+12,3.03652E+12,1.53E+12,6.86E+12,3.2E+12,7.62E+11,9.36E+11,5.27E+12,4.06E+11,FALSE,2695.630808,2230.942871,-0.172385601,0,healthcare,86,2552.469636,29.67987949,0.233396584,0.283699574,0.51954023,0.282758621,141.6175836,4.199475066,4.082677165,0.791407598,0.634110787,0.179300292
MNCN.JK,3.99E+12,3.46E+12,5.63E+12,3.21E+12,6.36E+11,2.47E+11,5.57E+11,2.38E+12,2.38E+12,2.58E+12,3.44E+12,4.2154E+11,58576637243,1.06E+12,2.19E+12,9.62E+12,55884000000,3.19E+12,1.29E+12,1.5E+12,2.49E+11,5.49411E+11,1.15E+12,1.48975E+12,2.9E+12,5.51E+11,1.86E+11,5.57E+11,3.6E+12,1.43E+13,3.77807E+11,1.13808E+12,22796000000,6.7E+12,1.47E+13,2.93E+12,1.81E+11,2.14E+13,9.75E+12,3.11E+12,3.85E+12,1.7E+13,2.97E+12,FALSE,1139.302373,900,-0.210042899,0,consumer_cylicals,183.72,957.3684211,5.211019057,0.14,0.189174412,0.585239085,0.247401247,14.00809717,3.135048232,1.630546624,0.204764706,0.44953271,0.111214953
MPMX.JK,1.17E+13,5.9E+11,1.2E+12,5.34E+11,1.1E+11,56181000000,49000000,4.12E+11,4.12E+11,4.24E+11,3.24E+11,2.57E+11,58576637243,1.48E+11,8.73E+11,1.29E+13,7.2E+11,1.48E+12,1.85E+12,2.23E+12,65282000000,5.49411E+11,7.22E+11,99753000000,1.48E+11,7.07E+11,8.56E+11,49000000,4.16E+11,5.44E+12,3.77807E+11,6.1E+11,-4.4E+11,2.93E+12,2.99E+12,2.69E+11,5.1E+11,9.87E+12,3.04E+12,2.11E+12,3.61E+12,6.26E+12,1.23E+11,TRUE,357.8294834,955.0460815,1.668997738,1,consumer_cylicals,95,711.1983806,7.486298743,0.065814696,0.076030928,0.093023256,0.031937984,10.50177106,1.440758294,1.31563981,0.155910543,1.306990881,0.041742655
MTDL.JK,1.7E+13,9.84E+11,1.51E+12,9.83E+11,2.22E+11,946000000,1.16E+12,5.09E+11,5.09E+11,7.62E+11,9.48E+11,4.2154E+11,58576637243,5.58E+11,5.58E+11,1.85E+13,1.86E+12,1.83E+11,1.66E+12,1.23E+11,18941000000,5.49411E+11,3.42089E+12,3.59694E+12,1.89E+12,6.36953E+12,63864000000,1.16E+12,2.45E+12,2.76E+12,2.84E+11,12548000000,6.39462E+11,2.89E+11,2.25E+12,3.03652E+12,6.17541E+11,7.59E+12,6.96E+12,3.52E+12,3.67E+12,2.76E+12,3.08079E+11,TRUE,306.2292846,751.6584473,1.454560962,1,technology,41,477.6275304,11.64945196,0.18442029,0.241769042,0.081621622,0.027513514,1040.169133,1.977272727,1.623366447,0.791407598,2.437417655,0.067061924
MYOR.JK,2.1E+13,1.87E+12,6.92E+12,1.55E+12,3.39E+11,3.21E+11,2.41E+11,1.19E+12,1.19E+12,1.21E+12,1.8E+12,33109966246,48526818588,4.42E+12,5.12E+12,2.79E+13,1.78E+12,330005500,3.01E+12,4.47E+11,50345713262,5.49411E+11,3.42089E+12,3.59694E+12,3.03E+12,1.85E+12,2.19354E+12,2.41E+11,6.72E+12,1.11E+13,3.77807E+11,1.13808E+12,6.39462E+11,6.86E+12,1.06E+13,3.12E+12,6.17541E+11,1.99E+13,1.3E+13,5.57E+12,8.56E+12,1.11E+13,3.08079E+11,FALSE,2618.592451,2018.253906,-0.229260015,-1,consumer_noncylicals,53,2442.408907,46.08318692,0.107207207,0.130495464,0.248028674,0.04265233,5.825545171,2.333931777,1.623366447,0.447747748,1.40201005,0.059798995
PGAS.JK,2449252234,618705016,586848722,467938895,103404760,150766121,759574656,303823865,303823865,364534135,523250272,-48218526,58576637243,47848484,63598450,3036100956,165447030,-467574628,1503293693,344018831,122293961,5.49411E+11,3.42089E+12,3.59694E+12,54752577,2421816421,338964799,759574656,506490042,2522807414,3.77807E+11,1.13808E+12,-51380256,4447960458,303823865,18540657,72977664,7510948902,2191174530,880909800,4226024344,2525349902,3.08079E+11,FALSE,1432.05249,1278.618286,-0.107142863,0,energy,0.013,1298.522267,99886.32823,0.120309611,0.093318457,0.193290253,0.100070409,4.103740362,2.487399425,2.364329922,0.96634414,0.404223354,0.040450796
PNBN.JK,1.30155E+13,3.0196E+12,5.60084E+12,2.51E+12,6.97E+11,4.79E+12,3.1E+12,2.06E+12,2.06E+12,1.82E+12,2.77259E+12,4.21E+11,58576637243,1.11E+12,4.87E+12,1.19E+13,1.51E+11,3.44E+12,1.38E+13,2.41E+12,2.79102E+11,5.49411E+11,3.42089E+12,3.20981E+11,3.63374E+12,6.36953E+12,7.24E+11,3.1E+12,0,4.51E+13,3.77807E+11,1.13808E+12,-2.69E+11,1.06E+13,3.1E+13,3.03652E+12,6.17541E+11,2.04E+14,1.19403E+13,8.04987E+12,1.56E+14,4.54E+13,610000000,FALSE,1052.396499,760.8875732,-0.27699534,-1,financials,85.67,892.7935223,10.42130877,0.045374449,0.177758381,0.318828081,0.173109244,89.83938243,2.505249649,1.623366447,0.791407598,0.058333333,0.010098039
PNLF.JK,1.30155E+13,3.0196E+12,5.60084E+12,1.5E+12,2356000000,1.52692E+12,2.14E+12,1.33E+12,1.33E+12,1.5E+12,2.77259E+12,78214000000,58576637243,1.2E+11,5.05823E+12,2.85E+12,1.45E+11,-5.84E+11,5.99E+12,4E+12,2.79102E+11,5.49411E+11,3.42089E+12,2.14649E+11,3.63374E+12,6.36953E+12,2.07E+13,2.14E+12,3.49E+11,2.64E+13,3.77807E+11,1.13808E+12,1.66E+12,1.63E+11,1.79E+13,3.03652E+12,2.2E+12,3.32E+13,1.19403E+13,8.04987E+12,4.43E+12,2.66E+13,3.08079E+11,FALSE,244.1860447,168,-0.311999995,-1,financials,41.47,198.5506073,4.787813053,0.05,0.177758381,0.318828081,0.466666667,89.83938243,2.505249649,1.623366447,0.791407598,0.085843373,0.040060241
POWR.JK,244640353,148365085,270210384,120745627,30305837,27619458,2.47059E+12,90439790,90439790,90439790,146031379,8780587,58576637243,12150067,124179005,514850737,30177423,147819121,277710016,282002166,13217509,5.49411E+11,3.42089E+12,70200567,47087674,542625411,2.19354E+12,2.47059E+12,57193858,628282596,3.77807E+11,1.13808E+12,6.39462E+11,726728571,286900589,3.03652E+12,112295769,1358942907,496724189,53504032,660459744,698483163,19652518,FALSE,609.6531233,559.7149658,-0.081912411,0,infrastructures,0.0057,664.6761134,116609.8445,0.129480272,0.113651499,0.52483247,0.175662155,5.371759468,9.283864607,8.358241917,0.791407598,0.378861197,0.066551574
